facet,facet_id,topic_id,topic,image1_1,image1_2,image1_3,image2_1,image2_2,image2_3,image3_1,image3_2,image3_3,query
"""How does Sun Tzu's """"The Art of War"""" apply to business?""",F0654,270,sun tzu,270_Q04164_222_1.jpg,270_Q04164_222_2.jpg,270_Q04164_222_3.jpg,270_Q00157_2113_1.jpg,270_Q00157_2113_2.jpg,270_Q00157_2113_3.jpg,270_Q01180_1257_1.jpg,270_Q01180_1257_2.jpg,270_Q01180_1257_3.jpg,"Interested in how Sun Tzu's ""The Art of War"" applies to business."
Find information on kiwi fruit.,F0960,74,kiwi,74_Q00902_1881_1.jpg,74_Q00902_1881_2.jpg,74_Q00902_1881_3.jpg,74_Q04143_201_1.jpg,74_Q04143_201_2.jpg,74_Q04143_201_3.jpg,74_Q02232_901_1.jpg,74_Q02232_901_2.jpg,74_Q02232_901_3.jpg,Finding information on the nutritional aspects of kiwi fruit.
How is the sit and reach test properly done?,F0095,121,sit and reach test,121_Q01355_2944_1.jpg,121_Q01355_2944_2.jpg,121_Q01355_2944_3.jpg,121_Q02409_1801_1.jpg,121_Q02409_1801_2.jpg,121_Q02409_1801_3.jpg,121_Q02097_214_1.jpg,121_Q02097_214_2.jpg,121_Q02097_214_3.jpg,Learn how to perform the sit and reach test correctly.
Find the homepage for Titan motorcycles.,F1050,94,titan,94_Q01291_3006_1.jpg,94_Q01291_3006_2.jpg,94_Q01291_3006_3.jpg,94_Q02009_555_1.jpg,94_Q02009_555_2.jpg,94_Q02009_555_3.jpg,94_Q01218_3350_1.jpg,94_Q01218_3350_2.jpg,94_Q01218_3350_3.jpg,Find the homepage for Titan motorcycles.
Find information about iron as an essential nutrient.,F0879,55,iron,55_Q01143_2679_1.jpg,55_Q01143_2679_2.jpg,55_Q01143_2679_3.jpg,55_Q05357_1415_1.jpg,55_Q05357_1415_2.jpg,55_Q05357_1415_3.jpg,55_Q03511_1252_1.jpg,55_Q03511_1252_2.jpg,55_Q03511_1252_3.jpg,Learn about the properties and importance of iron as an essential nutrient.
Go to the Alexian Brothers Health System homepage.,F0838,46,alexian brothers hospital,46_Q05371_1429_1.jpg,46_Q05371_1429_2.jpg,46_Q05371_1429_3.jpg,46_Q01047_3399_1.jpg,46_Q01047_3399_2.jpg,46_Q01047_3399_3.jpg,46_Q00547_1622_1.jpg,46_Q00547_1622_2.jpg,46_Q00547_1622_3.jpg,Explore information related to the Alexian Brothers lay Catholic order.
"""How has the phrase """"all men are created equal"""" been interpreted over time by the US surpreme Court?""",F0137,133,all men are created equal,133_Q01385_2018_1.jpg,133_Q01385_2018_2.jpg,133_Q01385_2018_3.jpg,133_Q04636_694_1.jpg,133_Q04636_694_2.jpg,133_Q04636_694_3.jpg,133_Q03514_3165_1.jpg,133_Q03514_3165_2.jpg,133_Q03514_3165_3.jpg,Seek information about the interpretation of the Constitution by the US Supreme Court.
Find information about pro beach volleyball tournaments and events sponsored by AVP.,F0864,52,avp,52_Q01964_2579_1.jpg,52_Q01964_2579_2.jpg,52_Q01964_2579_3.jpg,52_Q05294_1352_1.jpg,52_Q05294_1352_2.jpg,52_Q05294_1352_3.jpg,52_Q03223_2710_1.jpg,52_Q03223_2710_2.jpg,52_Q03223_2710_3.jpg,Finding information about pro beach volleyball tournaments and events sponsored by AVP.
I am looking for a site where I can play old Atari games online.,F0775,31,atari,31_Q00347_3602_1.jpg,31_Q00347_3602_2.jpg,31_Q00347_3602_3.jpg,31_Q05560_1618_1.jpg,31_Q05560_1618_2.jpg,31_Q05560_1618_3.jpg,31_Q02410_1310_1.jpg,31_Q02410_1310_2.jpg,31_Q02410_1310_3.jpg,Find places to play games.
Provide pressure washer reviews and/or ratings.,F0391,195,pressure washers,195_Q05649_1707_1.jpg,195_Q05649_1707_2.jpg,195_Q05649_1707_3.jpg,195_Q01345_2289_1.jpg,195_Q01345_2289_2.jpg,195_Q01345_2289_3.jpg,195_Q05648_1706_1.jpg,195_Q05648_1706_2.jpg,195_Q05648_1706_3.jpg,Finding reviews and ratings for pressure washers to decide on a brand.
What should I know about adopting a dog?,F0805,38,dogs for adoption,38_Q03857_514_1.jpg,38_Q03857_514_2.jpg,38_Q03857_514_3.jpg,38_Q04195_253_1.jpg,38_Q04195_253_2.jpg,38_Q04195_253_3.jpg,38_Q03192_1921_1.jpg,38_Q03192_1921_2.jpg,38_Q03192_1921_3.jpg,"The user is gathering information about dog adoption, considering whether they would prefer an active or relaxed dog."
Find the homepage of Raffles Hotel in Singapore.,F1043,93,raffles,93_Q04266_324_1.jpg,93_Q04266_324_2.jpg,93_Q04266_324_3.jpg,93_Q02831_2212_1.jpg,93_Q02831_2212_2.jpg,93_Q02831_2212_3.jpg,93_Q02743_646_1.jpg,93_Q02743_646_2.jpg,93_Q02743_646_3.jpg,Finding the homepage of Raffles Hotel in Singapore.
"""Find information about the Pink Floyd album, """"The Wall""""""",F1038,92,the wall,92_Q05253_1311_1.jpg,92_Q05253_1311_2.jpg,92_Q05253_1311_3.jpg,92_Q05256_1314_1.jpg,92_Q05256_1314_2.jpg,92_Q05256_1314_3.jpg,92_Q01290_2491_1.jpg,92_Q01290_2491_2.jpg,92_Q01290_2491_3.jpg,"The user is interested in exploring the music and cultural significance of the album ""The Wall"" by Pink Floyd."
What went into writing/publishing the book Doctor Zhivago?,F0445,208,doctor zhivago,208_Q03319_2014_1.jpg,208_Q03319_2014_2.jpg,208_Q03319_2014_3.jpg,208_Q02122_1072_1.jpg,208_Q02122_1072_2.jpg,208_Q02122_1072_3.jpg,208_Q01279_1726_1.jpg,208_Q01279_1726_2.jpg,208_Q01279_1726_3.jpg,The user wants to know about the writing of the book in the first image.
Find information about joints in the human body.,F0995,82,joints,82_Q03387_3244_1.jpg,82_Q03387_3244_2.jpg,82_Q03387_3244_3.jpg,82_Q03632_1562_1.jpg,82_Q03632_1562_2.jpg,82_Q03632_1562_3.jpg,82_Q04052_110_1.jpg,82_Q04052_110_2.jpg,82_Q04052_110_3.jpg,"Learn about joints in the human body, including their health and associated conditions."
What is the common name for angular cheilitis?,F0208,152,angular cheilitis,152_Q00008_1369_1.jpg,152_Q00008_1369_2.jpg,152_Q00008_1369_3.jpg,152_Q00540_780_1.jpg,152_Q00540_780_2.jpg,152_Q00540_780_3.jpg,152_Q03568_261_1.jpg,152_Q03568_261_2.jpg,152_Q03568_261_3.jpg,Find out the common name for angular cheilitis.
Get details on NBA single game records.,F0503,220,nba records,220_Q02604_98_1.jpg,220_Q02604_98_2.jpg,220_Q02604_98_3.jpg,220_Q02853_3017_1.jpg,220_Q02853_3017_2.jpg,220_Q02853_3017_3.jpg,220_Q04908_966_1.jpg,220_Q04908_966_2.jpg,220_Q04908_966_3.jpg,"Gather details on NBA single game records, including Michael Jordan's achievements."
Find resources on learning and teaching Korean.,F0924,65,korean language,65_Q04981_1039_1.jpg,65_Q04981_1039_2.jpg,65_Q04981_1039_3.jpg,65_Q01461_2210_1.jpg,65_Q01461_2210_2.jpg,65_Q01461_2210_3.jpg,65_Q01666_1196_1.jpg,65_Q01666_1196_2.jpg,65_Q01666_1196_3.jpg,Finding resources on learning and teaching Korean.
Find Wilson (Wilson's) Disease Association web site.,F0665,273,wilson's disease,273_Q01096_87_1.jpg,273_Q01096_87_2.jpg,273_Q01096_87_3.jpg,273_Q02287_810_1.jpg,273_Q02287_810_2.jpg,273_Q02287_810_3.jpg,273_Q02398_3750_1.jpg,273_Q02398_3750_2.jpg,273_Q02398_3750_3.jpg,Find the website for the Wilson's Disease Association.
How does one get rid of carpenter bees?,F0620,259,carpenter bee,259_Q01010_679_1.jpg,259_Q01010_679_2.jpg,259_Q01010_679_3.jpg,259_Q05414_1472_1.jpg,259_Q05414_1472_2.jpg,259_Q05414_1472_3.jpg,259_Q05413_1471_1.jpg,259_Q05413_1471_2.jpg,259_Q05413_1471_3.jpg,The user is interested in learning about the types of traps available for getting rid of carpenter bees.
Find images of the American Revolution.,F0630,260,the american revolutionary,260_Q03000_3188_1.jpg,260_Q03000_3188_2.jpg,260_Q03000_3188_3.jpg,260_Q03723_1974_1.jpg,260_Q03723_1974_2.jpg,260_Q03723_1974_3.jpg,260_Q03958_16_1.jpg,260_Q03958_16_2.jpg,260_Q03958_16_3.jpg,The user is interested in images related to the American Revolution.
Find the homepage for Titan watches.,F1049,94,titan,94_Q04023_81_1.jpg,94_Q04023_81_2.jpg,94_Q04023_81_3.jpg,94_Q01260_2890_1.jpg,94_Q01260_2890_2.jpg,94_Q01260_2890_3.jpg,94_Q03891_1329_1.jpg,94_Q03891_1329_2.jpg,94_Q03891_1329_3.jpg,Find the homepage for Titan watches.
Find detailed geographic maps of the United States.,F0831,44,map of the united states,44_Q03560_843_1.jpg,44_Q03560_843_2.jpg,44_Q03560_843_3.jpg,44_Q04204_262_1.jpg,44_Q04204_262_2.jpg,44_Q04204_262_3.jpg,44_Q00080_2336_1.jpg,44_Q00080_2336_2.jpg,44_Q00080_2336_3.jpg,Finding detailed geographic maps of the United States.
How do you build a ham radio station?,F0542,235,ham radio,235_Q00639_3659_1.jpg,235_Q00639_3659_2.jpg,235_Q00639_3659_3.jpg,235_Q02679_2760_1.jpg,235_Q02679_2760_2.jpg,235_Q02679_2760_3.jpg,235_Q02086_2461_1.jpg,235_Q02086_2461_2.jpg,235_Q02086_2461_3.jpg,Wants to know how to get a license to build a ham radio station and is curious about the construction aspects of ham radio stations.
Find information on the Land Rover Defender sport-utility vehicle.,F0410,20,defender,20_Q01429_3543_1.jpg,20_Q01429_3543_2.jpg,20_Q01429_3543_3.jpg,20_Q04217_275_1.jpg,20_Q04217_275_2.jpg,20_Q04217_275_3.jpg,20_Q04219_277_1.jpg,20_Q04219_277_2.jpg,20_Q04219_277_3.jpg,"Learn about Land Rover Defenders, particularly older models, and see pictures of them."
Describe the anatomy of horses' feet and hooves.,F0861,51,horse hooves,51_Q00876_2146_1.jpg,51_Q00876_2146_2.jpg,51_Q00876_2146_3.jpg,51_Q03388_351_1.jpg,51_Q03388_351_2.jpg,51_Q03388_351_3.jpg,51_Q00899_442_1.jpg,51_Q00899_442_2.jpg,51_Q00899_442_3.jpg,Understanding the anatomy of horse hooves.
Where is tornado alley?,F0638,265,F5 tornado,265_Q04358_416_1.jpg,265_Q04358_416_2.jpg,265_Q04358_416_3.jpg,265_Q02801_3564_1.jpg,265_Q02801_3564_2.jpg,265_Q02801_3564_3.jpg,265_Q03024_1300_1.jpg,265_Q03024_1300_2.jpg,265_Q03024_1300_3.jpg,"The user is interested in the geographical specifics of tornadoes, specifically the location of Tornado Alley."
Find contact information for the California FTB.,F0073,116,california franchise tax board,116_Q02471_2677_1.jpg,116_Q02471_2677_2.jpg,116_Q02471_2677_3.jpg,116_Q01796_3934_1.jpg,116_Q01796_3934_2.jpg,116_Q01796_3934_3.jpg,116_Q03942_0_1.jpg,116_Q03942_0_2.jpg,116_Q03942_0_3.jpg,"Find the contact information for the California FTB, including their physical location."
Which exercises can bring relief from CTS?,F0477,213,carpal tunnel syndrome,213_Q00014_484_1.jpg,213_Q00014_484_2.jpg,213_Q00014_484_3.jpg,213_Q01582_455_1.jpg,213_Q01582_455_2.jpg,213_Q01582_455_3.jpg,213_Q05613_1671_1.jpg,213_Q05613_1671_2.jpg,213_Q05613_1671_3.jpg,The user is interested in information about carpal tunnel syndrome treatments and exercises for relief.
What are the symptoms of Wilson's disease?,F0666,273,wilson's disease,273_Q04966_1024_1.jpg,273_Q04966_1024_2.jpg,273_Q04966_1024_3.jpg,273_Q02441_1758_1.jpg,273_Q02441_1758_2.jpg,273_Q02441_1758_3.jpg,273_Q00306_865_1.jpg,273_Q00306_865_2.jpg,273_Q00306_865_3.jpg,Find information about the symptoms of Wilson's Disease.
Find Mister Rogers videos.,F0688,278,mister rogers,278_Q03400_2532_1.jpg,278_Q03400_2532_2.jpg,278_Q03400_2532_3.jpg,278_Q02309_1085_1.jpg,278_Q02309_1085_2.jpg,278_Q02309_1085_3.jpg,278_Q00320_3500_1.jpg,278_Q00320_3500_2.jpg,278_Q00320_3500_3.jpg,Finding videos related to Mister Rogers' television show.
I need a septic system contractor.,F0232,158,septic system design,158_Q01783_2694_1.jpg,158_Q01783_2694_2.jpg,158_Q01783_2694_3.jpg,158_Q00127_3583_1.jpg,158_Q00127_3583_2.jpg,158_Q00127_3583_3.jpg,158_Q01969_1054_1.jpg,158_Q01969_1054_2.jpg,158_Q01969_1054_3.jpg,Find a contractor for septic system installations in the user's area.
How do I weather strip my sliding glass door?,F0318,176,weather strip,176_Q03541_3266_1.jpg,176_Q03541_3266_2.jpg,176_Q03541_3266_3.jpg,176_Q00539_831_1.jpg,176_Q00539_831_2.jpg,176_Q00539_831_3.jpg,176_Q02382_1950_1.jpg,176_Q02382_1950_2.jpg,176_Q02382_1950_3.jpg,Learn how to weather strip a sliding glass door.
What are some lifestyle measures for managing BPH?,F0441,207,bph treatment,207_Q00646_150_1.jpg,207_Q00646_150_2.jpg,207_Q00646_150_3.jpg,207_Q00617_2124_1.jpg,207_Q00617_2124_2.jpg,207_Q00617_2124_3.jpg,207_Q01935_74_1.jpg,207_Q01935_74_2.jpg,207_Q01935_74_3.jpg,"Looking for lifestyle measures to manage BPH, specifically interested in learning about Kegel exercises."
What are the early signs of a heart attack?,F0315,175,signs of a heartattack,175_Q02700_1553_1.jpg,175_Q02700_1553_2.jpg,175_Q02700_1553_3.jpg,175_Q05513_1571_1.jpg,175_Q05513_1571_2.jpg,175_Q05513_1571_3.jpg,175_Q02577_3395_1.jpg,175_Q02577_3395_2.jpg,175_Q02577_3395_3.jpg,Learn about the early signs of a heart attack in women.
Who was Boris Pasternak and how did his life affect his book?,F0449,208,doctor zhivago,208_Q04312_370_1.jpg,208_Q04312_370_2.jpg,208_Q04312_370_3.jpg,208_Q04316_374_1.jpg,208_Q04316_374_2.jpg,208_Q04316_374_3.jpg,208_Q02122_1072_1.jpg,208_Q02122_1072_2.jpg,208_Q02122_1072_3.jpg,"Learn about Boris Pasternak and how his life influenced his book ""Doctor Zhivago""."
Take me to the Google Maps homepage.,F0121,13,map,13_Q04603_661_1.jpg,13_Q04603_661_2.jpg,13_Q04603_661_3.jpg,13_Q01749_2877_1.jpg,13_Q01749_2877_2.jpg,13_Q01749_2877_3.jpg,13_Q01776_1243_1.jpg,13_Q01776_1243_2.jpg,13_Q01776_1243_3.jpg,Navigate to the Google Maps homepage.
Where can I buy an indexed annuity? What investment companies offer them?,F0842,47,indexed annuity,47_Q01918_2139_1.jpg,47_Q01918_2139_2.jpg,47_Q01918_2139_3.jpg,47_Q04271_329_1.jpg,47_Q04271_329_2.jpg,47_Q04271_329_3.jpg,47_Q02058_729_1.jpg,47_Q02058_729_2.jpg,47_Q02058_729_3.jpg,"Finding out the cost of an indexed annuity, where to buy it, and the companies that offer them."
Find kabob recipes.,F0242,160,grilling,160_Q05044_1102_1.jpg,160_Q05044_1102_2.jpg,160_Q05044_1102_3.jpg,160_Q01080_591_1.jpg,160_Q01080_591_2.jpg,160_Q01080_591_3.jpg,160_Q00217_2682_1.jpg,160_Q00217_2682_2.jpg,160_Q00217_2682_3.jpg,Finding kabob recipes for grilling.
Find biographical information for Fred Rogers.,F0685,278,mister rogers,278_Q03713_78_1.jpg,278_Q03713_78_2.jpg,278_Q03713_78_3.jpg,278_Q00534_258_1.jpg,278_Q00534_258_2.jpg,278_Q00534_258_3.jpg,278_Q04467_525_1.jpg,278_Q04467_525_2.jpg,278_Q04467_525_3.jpg,The user is interested in learning about Fred Rogers' life.
What treatments are available for Barrett's Esophagus?,F0598,254,barrett's esophagus,254_Q02390_3414_1.jpg,254_Q02390_3414_2.jpg,254_Q02390_3414_3.jpg,254_Q05605_1663_1.jpg,254_Q05605_1663_2.jpg,254_Q05605_1663_3.jpg,254_Q03350_1759_1.jpg,254_Q03350_1759_2.jpg,254_Q03350_1759_3.jpg,The user is interested in learning about treatments to manage Barrett's Esophagus.
"I want to find pictures of dinosaurs that I can color in, as in a coloring book.",F0161,14,dinosaurs,14_Q05244_1302_1.jpg,14_Q05244_1302_2.jpg,14_Q05244_1302_3.jpg,14_Q03162_479_1.jpg,14_Q03162_479_2.jpg,14_Q03162_479_3.jpg,14_Q00615_2300_1.jpg,14_Q00615_2300_2.jpg,14_Q00615_2300_3.jpg,The user is interested in finding a list of dinosaur movies.
Find pictures of Barrett's Esophagus.,F0602,254,barrett's esophagus,254_Q03429_2556_1.jpg,254_Q03429_2556_2.jpg,254_Q03429_2556_3.jpg,254_Q02390_3414_1.jpg,254_Q02390_3414_2.jpg,254_Q02390_3414_3.jpg,254_Q03350_1759_1.jpg,254_Q03350_1759_2.jpg,254_Q03350_1759_3.jpg,To find specific images and information related to the diagnosis of Barrett's Esophagus.
What are examples of the philosophy of Sun Tzu?,F0656,270,sun tzu,270_Q03044_2981_1.jpg,270_Q03044_2981_2.jpg,270_Q03044_2981_3.jpg,270_Q00299_562_1.jpg,270_Q00299_562_2.jpg,270_Q00299_562_3.jpg,270_Q01254_1657_1.jpg,270_Q01254_1657_2.jpg,270_Q01254_1657_3.jpg,"Interested in learning more about Sun Tzu's ""The Art of War"" and examples of his strategic philosophy."
Find the Roosevelt Island tram schedule.,F0571,245,roosevelt island,245_Q03597_3686_1.jpg,245_Q03597_3686_2.jpg,245_Q03597_3686_3.jpg,245_Q03696_594_1.jpg,245_Q03696_594_2.jpg,245_Q03696_594_3.jpg,245_Q03191_248_1.jpg,245_Q03191_248_2.jpg,245_Q03191_248_3.jpg,Finding the schedule for the Roosevelt Island tram.
Find instructions for grilling chicken.,F0245,160,grilling,160_Q00218_1794_1.jpg,160_Q00218_1794_2.jpg,160_Q00218_1794_3.jpg,160_Q00258_3668_1.jpg,160_Q00258_3668_2.jpg,160_Q00258_3668_3.jpg,160_Q01207_1128_1.jpg,160_Q01207_1128_2.jpg,160_Q01207_1128_3.jpg,Instruction for grilling chicken on a gas grill.
Take me to the Arizona Game and Fish Department homepage.,F0238,16,arizona game and fish,16_Q00986_117_1.jpg,16_Q00986_117_2.jpg,16_Q00986_117_3.jpg,16_Q05100_1158_1.jpg,16_Q05100_1158_2.jpg,16_Q05100_1158_3.jpg,16_Q01667_2367_1.jpg,16_Q01667_2367_2.jpg,16_Q01667_2367_3.jpg,Exploring the homepage of the department's website.
List online computer programming tutorials.,F0268,166,computer programming,166_Q05273_1331_1.jpg,166_Q05273_1331_2.jpg,166_Q05273_1331_3.jpg,166_Q00953_1521_1.jpg,166_Q00953_1521_2.jpg,166_Q00953_1521_3.jpg,166_Q05274_1332_1.jpg,166_Q05274_1332_2.jpg,166_Q05274_1332_3.jpg,Exploring online and in-person coding classes and resources for computer programming tutorials to become qualified in computer programming.
What do moths and butterflies eat?,F0917,64,moths,64_Q00326_3237_1.jpg,64_Q00326_3237_2.jpg,64_Q00326_3237_3.jpg,64_Q01458_1972_1.jpg,64_Q01458_1972_2.jpg,64_Q01458_1972_3.jpg,64_Q01447_3387_1.jpg,64_Q01447_3387_2.jpg,64_Q01447_3387_3.jpg,Diet information for moths and butterflies.
Find information about mad cow disease symptoms in humans.,F0546,236,symptoms of mad cow disease in humans,236_Q03354_199_1.jpg,236_Q03354_199_2.jpg,236_Q03354_199_3.jpg,236_Q04802_860_1.jpg,236_Q04802_860_2.jpg,236_Q04802_860_3.jpg,236_Q03445_3660_1.jpg,236_Q03445_3660_2.jpg,236_Q03445_3660_3.jpg,The user is interested in understanding the symptoms of mad cow disease in humans.
How do I host a Pampered Chef cooking show?,F0799,37,pampered chef,37_Q04622_680_1.jpg,37_Q04622_680_2.jpg,37_Q04622_680_3.jpg,37_Q04621_679_1.jpg,37_Q04621_679_2.jpg,37_Q04621_679_3.jpg,37_Q03894_1176_1.jpg,37_Q03894_1176_2.jpg,37_Q03894_1176_3.jpg,Learn about the company behind the cooking show and hosting a cooking show.
Where can I buy teddy bears wholesale?,F0608,255,teddy bears,255_Q02490_1986_1.jpg,255_Q02490_1986_2.jpg,255_Q02490_1986_3.jpg,255_Q03545_2786_1.jpg,255_Q03545_2786_2.jpg,255_Q03545_2786_3.jpg,255_Q00094_1640_1.jpg,255_Q00094_1640_2.jpg,255_Q00094_1640_3.jpg,Specific interest in purchasing teddy bears in bulk and interested in personalized teddy bears.
"""Find information about the movie """"Pink Floyd The Wall"""".""",F1042,92,the wall,92_Q05253_1311_1.jpg,92_Q05253_1311_2.jpg,92_Q05253_1311_3.jpg,92_Q00186_197_1.jpg,92_Q00186_197_2.jpg,92_Q00186_197_3.jpg,92_Q05257_1315_1.jpg,92_Q05257_1315_2.jpg,92_Q05257_1315_3.jpg,"Wants information about the movie Pink Floyd The Wall, specifically its connection to the music."
Find information on Black Hills gold jewelry.,F0517,225,black and gold,225_Q04518_576_1.jpg,225_Q04518_576_2.jpg,225_Q04518_576_3.jpg,225_Q04520_578_1.jpg,225_Q04520_578_2.jpg,225_Q04520_578_3.jpg,225_Q00240_3466_1.jpg,225_Q00240_3466_2.jpg,225_Q00240_3466_3.jpg,The user is interested in learning about Black Hills gold jewelry.
Find the homepage of Raffles Hotel in Singapore.,F1043,93,raffles,93_Q04266_324_1.jpg,93_Q04266_324_2.jpg,93_Q04266_324_3.jpg,93_Q03540_190_1.jpg,93_Q03540_190_2.jpg,93_Q03540_190_3.jpg,93_Q01192_3809_1.jpg,93_Q01192_3809_2.jpg,93_Q01192_3809_3.jpg,Find the right website for information about Sir Stamford Raffles in relation to a specific location.
How and where do carpenter bees make their nests?,F0619,259,carpenter bee,259_Q02520_319_1.jpg,259_Q02520_319_2.jpg,259_Q02520_319_3.jpg,259_Q01149_1695_1.jpg,259_Q01149_1695_2.jpg,259_Q01149_1695_3.jpg,259_Q01120_3087_1.jpg,259_Q01120_3087_2.jpg,259_Q01120_3087_3.jpg,Understanding the nesting behavior of carpenter bees.
What is an indexed annuity? What are their advantages and disadvantages? What kinds of indexed annuities are there?,F0841,47,indexed annuity,47_Q02113_110_1.jpg,47_Q02113_110_2.jpg,47_Q02113_110_3.jpg,47_Q04270_328_1.jpg,47_Q04270_328_2.jpg,47_Q04270_328_3.jpg,47_Q02035_3184_1.jpg,47_Q02035_3184_2.jpg,47_Q02035_3184_3.jpg,"Learn about indexed annuities, including their pros and cons and what they do not do well."
What is the balance on my Starbucks gift card?,F0648,27,starbucks,27_Q04741_799_1.jpg,27_Q04741_799_2.jpg,27_Q04741_799_3.jpg,27_Q02055_1733_1.jpg,27_Q02055_1733_2.jpg,27_Q02055_1733_3.jpg,27_Q01026_251_1.jpg,27_Q01026_251_2.jpg,27_Q01026_251_3.jpg,Check the balance on Starbucks gift cards.
What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q03715_2726_1.jpg,213_Q03715_2726_2.jpg,213_Q03715_2726_3.jpg,213_Q01113_3390_1.jpg,213_Q01113_3390_2.jpg,213_Q01113_3390_3.jpg,213_Q02250_2052_1.jpg,213_Q02250_2052_2.jpg,213_Q02250_2052_3.jpg,The user's intent is to learn about the recovery prospects for surgical patients with carpal tunnel syndrome.
Who can provide inexpensive digital cable television bundled with internet service?,F0006,10,cheap internet,10_Q01453_944_1.jpg,10_Q01453_944_2.jpg,10_Q01453_944_3.jpg,10_Q02513_2721_1.jpg,10_Q02513_2721_2.jpg,10_Q02513_2721_3.jpg,10_Q05638_1696_1.jpg,10_Q05638_1696_2.jpg,10_Q05638_1696_3.jpg,Find affordable digital cable and internet package options.
"career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed",F0066,115,pacific northwest laboratory,115_Q00738_3775_1.jpg,115_Q00738_3775_2.jpg,115_Q00738_3775_3.jpg,115_Q05422_1480_1.jpg,115_Q05422_1480_2.jpg,115_Q05422_1480_3.jpg,115_Q05420_1478_1.jpg,115_Q05420_1478_2.jpg,115_Q05420_1478_3.jpg,"Inquiring about career opportunities at Pacific Northwest Laboratory, including available openings and educational and experience requirements."
Find a list of the major battles of the American Revolution.,F0628,260,the american revolutionary,260_Q03723_1974_1.jpg,260_Q03723_1974_2.jpg,260_Q03723_1974_3.jpg,260_Q02772_1924_1.jpg,260_Q02772_1924_2.jpg,260_Q02772_1924_3.jpg,260_Q00036_2233_1.jpg,260_Q00036_2233_2.jpg,260_Q00036_2233_3.jpg,Searching for a list of major battles of the American Revolution.
Find information on the artwork used on rock music album covers.,F0312,174,rock art,174_Q01804_448_1.jpg,174_Q01804_448_2.jpg,174_Q01804_448_3.jpg,174_Q04999_1057_1.jpg,174_Q04999_1057_2.jpg,174_Q04999_1057_3.jpg,174_Q00830_432_1.jpg,174_Q00830_432_2.jpg,174_Q00830_432_3.jpg,The user is interested in exploring artistic styles and visuals iconic to rock music album covers.
Find summaries of episodes from the show ER.,F1035,91,er tv show,91_Q01122_3192_1.jpg,91_Q01122_3192_2.jpg,91_Q01122_3192_3.jpg,91_Q00573_203_1.jpg,91_Q00573_203_2.jpg,91_Q00573_203_3.jpg,91_Q03318_2902_1.jpg,91_Q03318_2902_2.jpg,91_Q03318_2902_3.jpg,Exploring episode summaries of the ER TV show.
Find free activities and materials for running a diversity training program in my office.,F0555,24,diversity,24_Q05471_1529_1.jpg,24_Q05471_1529_2.jpg,24_Q05471_1529_3.jpg,24_Q05473_1531_1.jpg,24_Q05473_1531_2.jpg,24_Q05473_1531_3.jpg,24_Q00669_2039_1.jpg,24_Q00669_2039_2.jpg,24_Q00669_2039_3.jpg,Finding free activities and materials for diversity training in a professional setting.
Who got an Academy Award nomination for Doctor Zhivago?,F0447,208,doctor zhivago,208_Q01248_1660_1.jpg,208_Q01248_1660_2.jpg,208_Q01248_1660_3.jpg,208_Q03555_2131_1.jpg,208_Q03555_2131_2.jpg,208_Q03555_2131_3.jpg,208_Q03421_137_1.jpg,208_Q03421_137_2.jpg,208_Q03421_137_3.jpg,Interested in who received an Academy Award nomination for Doctor Zhivago.
What are the benefits of an elliptical trainer compared to other fitness machines?,F0785,33,elliptical trainer,33_Q03709_2226_1.jpg,33_Q03709_2226_2.jpg,33_Q03709_2226_3.jpg,33_Q00766_936_1.jpg,33_Q00766_936_2.jpg,33_Q00766_936_3.jpg,33_Q00701_914_1.jpg,33_Q00701_914_2.jpg,33_Q00701_914_3.jpg,Learning about the benefits of an elliptical trainer compared to other fitness options to choose a suitable machine for home use.
Find information about building a wooden fence.,F0896,59,how to build a fence,59_Q02594_2873_1.jpg,59_Q02594_2873_2.jpg,59_Q02594_2873_3.jpg,59_Q01395_1120_1.jpg,59_Q01395_1120_2.jpg,59_Q01395_1120_3.jpg,59_Q00832_1937_1.jpg,59_Q00832_1937_2.jpg,59_Q00832_1937_3.jpg,Looking for information about materials needed for building a wooden fence.
"What tourist attractions are in Cass County, MO?",F0035,107,cass county missouri,107_Q04129_187_1.jpg,107_Q04129_187_2.jpg,107_Q04129_187_3.jpg,107_Q02610_1290_1.jpg,107_Q02610_1290_2.jpg,107_Q02610_1290_3.jpg,107_Q01469_3576_1.jpg,107_Q01469_3576_2.jpg,107_Q01469_3576_3.jpg,"Gathering information about tourist attractions in Cass County, MO."
What are the rules for a 403b retirement plan?,F0203,151,403b,151_Q03896_3429_1.jpg,151_Q03896_3429_2.jpg,151_Q03896_3429_3.jpg,151_Q04004_62_1.jpg,151_Q04004_62_2.jpg,151_Q04004_62_3.jpg,151_Q01074_1631_1.jpg,151_Q01074_1631_2.jpg,151_Q01074_1631_3.jpg,Looking for information on the rules of a 403b retirement plan.
What damage can an F5 tornado do?,F0639,265,F5 tornado,265_Q03137_3319_1.jpg,265_Q03137_3319_2.jpg,265_Q03137_3319_3.jpg,265_Q02532_1932_1.jpg,265_Q02532_1932_2.jpg,265_Q02532_1932_3.jpg,265_Q04360_418_1.jpg,265_Q04360_418_2.jpg,265_Q04360_418_3.jpg,"Understand the damage caused by F5 tornadoes, including their impact on people and the environment."
