id,facet,facet_id,topic_id,topic,image1_1,image1_2,image1_3,image2_1,image2_2,image2_3,query
6117,I'm looking for a Kohler wall-hung toilet. Where can I buy one?,F0815,4,toilet,4_Q01374_2919_1.jpg,4_Q01374_2919_2.jpg,4_Q01374_2919_3.jpg,4_Q01378_1600_1.jpg,4_Q01378_1600_2.jpg,4_Q01378_1600_3.jpg,Finding a specific type of toilet.
6118,I'm looking for a Kohler wall-hung toilet. Where can I buy one?,F0815,4,toilet,4_Q01105_3522_1.jpg,4_Q01105_3522_2.jpg,4_Q01105_3522_3.jpg,4_Q01378_1600_1.jpg,4_Q01378_1600_2.jpg,4_Q01378_1600_3.jpg,Finding a specific type of toilet.
6119,I'm looking for a Kohler wall-hung toilet. Where can I buy one?,F0815,4,toilet,4_Q02732_2157_1.jpg,4_Q02732_2157_2.jpg,4_Q02732_2157_3.jpg,4_Q01718_3754_1.jpg,4_Q01718_3754_2.jpg,4_Q01718_3754_3.jpg,The user is looking for options or recommendations for different brands of toilets to find one that suits their needs.
6120,I'm looking for a Kohler wall-hung toilet. Where can I buy one?,F0815,4,toilet,4_Q04769_827_1.jpg,4_Q04769_827_2.jpg,4_Q04769_827_3.jpg,4_Q01105_3522_1.jpg,4_Q01105_3522_2.jpg,4_Q01105_3522_3.jpg,"Interested in exploring different models of toilets, specifically including tankless options."
6121,I'm looking for a Kohler wall-hung toilet. Where can I buy one?,F0815,4,toilet,4_Q02732_2157_1.jpg,4_Q02732_2157_2.jpg,4_Q02732_2157_3.jpg,4_Q04772_830_1.jpg,4_Q04772_830_2.jpg,4_Q04772_830_3.jpg,The user is interested in finding the right brand of toilet.
6122,What jobs are available in Michigan?,F0816,40,michworks,40_Q02231_3038_1.jpg,40_Q02231_3038_2.jpg,40_Q02231_3038_3.jpg,40_Q03195_253_1.jpg,40_Q03195_253_2.jpg,40_Q03195_253_3.jpg,Explore job opportunities in the area.
6123,What jobs are available in Michigan?,F0816,40,michworks,40_Q02231_3038_1.jpg,40_Q02231_3038_2.jpg,40_Q02231_3038_3.jpg,40_Q03195_253_1.jpg,40_Q03195_253_2.jpg,40_Q03195_253_3.jpg,Exploring job opportunities in the state.
6124,Find career resources and information on job seeking in Michigan.,F0817,40,michworks,40_Q02231_3038_1.jpg,40_Q02231_3038_2.jpg,40_Q02231_3038_3.jpg,40_Q04348_406_1.jpg,40_Q04348_406_2.jpg,40_Q04348_406_3.jpg,Exploring job opportunities and resources available in Michigan.
6125,Find career resources and information on job seeking in Michigan.,F0817,40,michworks,40_Q02231_3038_1.jpg,40_Q02231_3038_2.jpg,40_Q02231_3038_3.jpg,40_Q04348_406_1.jpg,40_Q04348_406_2.jpg,40_Q04348_406_3.jpg,Explore resources related to job opportunities in the area.
6126,Find a schedule of events taking place at the Orange County Convention Center.,F0819,41,orange county convention center,41_Q05074_1132_1.jpg,41_Q05074_1132_2.jpg,41_Q05074_1132_3.jpg,41_Q05073_1131_1.jpg,41_Q05073_1131_2.jpg,41_Q05073_1131_3.jpg,Explore activities at the Orange County Convention Center.
6127,Find a schedule of events taking place at the Orange County Convention Center.,F0819,41,orange county convention center,41_Q01963_414_1.jpg,41_Q01963_414_2.jpg,41_Q01963_414_3.jpg,41_Q01100_678_1.jpg,41_Q01100_678_2.jpg,41_Q01100_678_3.jpg,Finding event details.
6128,Find a schedule of events taking place at the Orange County Convention Center.,F0819,41,orange county convention center,41_Q01963_414_1.jpg,41_Q01963_414_2.jpg,41_Q01963_414_3.jpg,41_Q05078_1136_1.jpg,41_Q05078_1136_2.jpg,41_Q05078_1136_3.jpg,Obtain information about upcoming events.
6129,How do I reserve the Orange County Convention Center for an event?,F0820,41,orange county convention center,41_Q02201_2614_1.jpg,41_Q02201_2614_2.jpg,41_Q02201_2614_3.jpg,41_Q05077_1135_1.jpg,41_Q05077_1135_2.jpg,41_Q05077_1135_3.jpg,Facilitate a reservation.
6130,How do I reserve the Orange County Convention Center for an event?,F0820,41,orange county convention center,41_Q05074_1132_1.jpg,41_Q05074_1132_2.jpg,41_Q05074_1132_3.jpg,41_Q01059_1994_1.jpg,41_Q01059_1994_2.jpg,41_Q01059_1994_3.jpg,The user is considering exploring the Orange County Convention Center.
6131,How do I reserve the Orange County Convention Center for an event?,F0820,41,orange county convention center,41_Q01100_678_1.jpg,41_Q01100_678_2.jpg,41_Q01100_678_3.jpg,41_Q01579_3008_1.jpg,41_Q01579_3008_2.jpg,41_Q01579_3008_3.jpg,Securing a venue for an upcoming event.
6132,How do I reserve the Orange County Convention Center for an event?,F0820,41,orange county convention center,41_Q02201_2614_1.jpg,41_Q02201_2614_2.jpg,41_Q02201_2614_3.jpg,41_Q05077_1135_1.jpg,41_Q05077_1135_2.jpg,41_Q05077_1135_3.jpg,Making a reservation.
6133,What hotels are near the Orange County Convention Center?,F0821,41,orange county convention center,41_Q01591_2624_1.jpg,41_Q01591_2624_2.jpg,41_Q01591_2624_3.jpg,41_Q01579_3008_1.jpg,41_Q01579_3008_2.jpg,41_Q01579_3008_3.jpg,Exploring nearby options.
6134,What hotels are near the Orange County Convention Center?,F0821,41,orange county convention center,41_Q05078_1136_1.jpg,41_Q05078_1136_2.jpg,41_Q05078_1136_3.jpg,41_Q01188_559_1.jpg,41_Q01188_559_2.jpg,41_Q01188_559_3.jpg,Find accommodations near the Orange County Convention Center.
6135,Find lyrics for songs from The Music Man.,F0822,42,the music man,42_Q01092_70_1.jpg,42_Q01092_70_2.jpg,42_Q01092_70_3.jpg,42_Q04811_869_1.jpg,42_Q04811_869_2.jpg,42_Q04811_869_3.jpg,"Exploring specific musical elements of ""The Music Man."""
6136,Find lyrics for songs from The Music Man.,F0822,42,the music man,42_Q01092_70_1.jpg,42_Q01092_70_2.jpg,42_Q01092_70_3.jpg,42_Q04808_866_1.jpg,42_Q04808_866_2.jpg,42_Q04808_866_3.jpg,"Learn about specific aspects of The Music Man, such as certain scenes, characters, or themes."
6137,Find lyrics for songs from The Music Man.,F0822,42,the music man,42_Q01092_70_1.jpg,42_Q01092_70_2.jpg,42_Q01092_70_3.jpg,42_Q04808_866_1.jpg,42_Q04808_866_2.jpg,42_Q04808_866_3.jpg,Looking for song lyrics from The Music Man.
6138,Find lyrics for songs from The Music Man.,F0822,42,the music man,42_Q04808_866_1.jpg,42_Q04808_866_2.jpg,42_Q04808_866_3.jpg,42_Q00937_2220_1.jpg,42_Q00937_2220_2.jpg,42_Q00937_2220_3.jpg,"Exploring the lyrics from the musical ""The Music Man."""
6139,Find lyrics for songs from The Music Man.,F0822,42,the music man,42_Q02395_385_1.jpg,42_Q02395_385_2.jpg,42_Q02395_385_3.jpg,42_Q04808_866_1.jpg,42_Q04808_866_2.jpg,42_Q04808_866_3.jpg,"Explore songs from ""The Music Man"" later."
6140,Find current performances of The Music Man.,F0823,42,the music man,42_Q02171_1673_1.jpg,42_Q02171_1673_2.jpg,42_Q02171_1673_3.jpg,42_Q04811_869_1.jpg,42_Q04811_869_2.jpg,42_Q04811_869_3.jpg,"Interested in the cast of current performances of ""The Music Man""."
6141,Find current performances of The Music Man.,F0823,42,the music man,42_Q04811_869_1.jpg,42_Q04811_869_2.jpg,42_Q04811_869_3.jpg,42_Q04808_866_1.jpg,42_Q04808_866_2.jpg,42_Q04808_866_3.jpg,Interest in current performances of The Music Man.
6142,Find current performances of The Music Man.,F0823,42,the music man,42_Q04812_870_1.jpg,42_Q04812_870_2.jpg,42_Q04812_870_3.jpg,42_Q01062_3418_1.jpg,42_Q01062_3418_2.jpg,42_Q01062_3418_3.jpg,"Attend current performances of ""The Music Man."""
6143,Find current performances of The Music Man.,F0823,42,the music man,42_Q02171_1673_1.jpg,42_Q02171_1673_2.jpg,42_Q02171_1673_3.jpg,42_Q00905_3133_1.jpg,42_Q00905_3133_2.jpg,42_Q00905_3133_3.jpg,"Explore current performances of ""The Music Man."""
6144,Find current performances of The Music Man.,F0823,42,the music man,42_Q00937_2220_1.jpg,42_Q00937_2220_2.jpg,42_Q00937_2220_3.jpg,42_Q04809_867_1.jpg,42_Q04809_867_2.jpg,42_Q04809_867_3.jpg,"Look for information on live shows or performances of ""The Music Man."""
6145,Find recordings of songs from The Music Man.,F0824,42,the music man,42_Q00702_3448_1.jpg,42_Q00702_3448_2.jpg,42_Q00702_3448_3.jpg,42_Q01377_310_1.jpg,42_Q01377_310_2.jpg,42_Q01377_310_3.jpg,"Explore specific songs and performances from ""The Music Man."""
6146,Find recordings of songs from The Music Man.,F0824,42,the music man,42_Q04813_871_1.jpg,42_Q04813_871_2.jpg,42_Q04813_871_3.jpg,42_Q02466_148_1.jpg,42_Q02466_148_2.jpg,42_Q02466_148_3.jpg,Exploring recordings of lead cast members.
6147,Find recordings of songs from The Music Man.,F0824,42,the music man,42_Q00702_3448_1.jpg,42_Q00702_3448_2.jpg,42_Q00702_3448_3.jpg,42_Q00905_3133_1.jpg,42_Q00905_3133_2.jpg,42_Q00905_3133_3.jpg,Explore music associated with The Music Man.
6148,Find recordings of songs from The Music Man.,F0824,42,the music man,42_Q04813_871_1.jpg,42_Q04813_871_2.jpg,42_Q04813_871_3.jpg,42_Q02466_148_1.jpg,42_Q02466_148_2.jpg,42_Q02466_148_3.jpg,Explore information about cast members.
6149,Find recordings of songs from The Music Man.,F0824,42,the music man,42_Q00702_3448_1.jpg,42_Q00702_3448_2.jpg,42_Q00702_3448_3.jpg,42_Q04811_869_1.jpg,42_Q04811_869_2.jpg,42_Q04811_869_3.jpg,Seek information related to music.
6150,I'm looking for the script for The Music Man.,F0825,42,the music man,42_Q00905_3133_1.jpg,42_Q00905_3133_2.jpg,42_Q00905_3133_3.jpg,42_Q01062_3418_1.jpg,42_Q01062_3418_2.jpg,42_Q01062_3418_3.jpg,"The user is interested in content related to ""The Music Man"" musical."
6151,I'm looking for the script for The Music Man.,F0825,42,the music man,42_Q01377_310_1.jpg,42_Q01377_310_2.jpg,42_Q01377_310_3.jpg,42_Q01092_70_1.jpg,42_Q01092_70_2.jpg,42_Q01092_70_3.jpg,"Obtain a specific script of ""The Music Man."""
6152,I'm looking for the script for The Music Man.,F0825,42,the music man,42_Q01377_310_1.jpg,42_Q01377_310_2.jpg,42_Q01377_310_3.jpg,42_Q00937_2220_1.jpg,42_Q00937_2220_2.jpg,42_Q00937_2220_3.jpg,Finding a specific type of script for The Music Man.
6153,I'm looking for the script for The Music Man.,F0825,42,the music man,42_Q00937_2220_1.jpg,42_Q00937_2220_2.jpg,42_Q00937_2220_3.jpg,42_Q02395_385_1.jpg,42_Q02395_385_2.jpg,42_Q02395_385_3.jpg,The user is interested in obtaining a specific script.
6154,I'm looking for the script for The Music Man.,F0825,42,the music man,42_Q01377_310_1.jpg,42_Q01377_310_2.jpg,42_Q01377_310_3.jpg,42_Q04810_868_1.jpg,42_Q04810_868_2.jpg,42_Q04810_868_3.jpg,Finding specific information related to The Music Man.
6155,I'm looking for the script for The Music Man.,F0825,42,the music man,42_Q00905_3133_1.jpg,42_Q00905_3133_2.jpg,42_Q00905_3133_3.jpg,42_Q04808_866_1.jpg,42_Q04808_866_2.jpg,42_Q04808_866_3.jpg,Interested in finding a specific script.
6156,Find reviews of the book The Secret Garden.,F0826,43,the secret garden,43_Q00213_2293_1.jpg,43_Q00213_2293_2.jpg,43_Q00213_2293_3.jpg,43_Q04211_269_1.jpg,43_Q04211_269_2.jpg,43_Q04211_269_3.jpg,Exploring book reviews and themes.
6157,Find reviews of the book The Secret Garden.,F0826,43,the secret garden,43_Q02668_1961_1.jpg,43_Q02668_1961_2.jpg,43_Q02668_1961_3.jpg,43_Q00623_99_1.jpg,43_Q00623_99_2.jpg,43_Q00623_99_3.jpg,"Explore various film or series versions of ""The Secret Garden."""
6158,Find reviews of the book The Secret Garden.,F0826,43,the secret garden,43_Q00477_1113_1.jpg,43_Q00477_1113_2.jpg,43_Q00477_1113_3.jpg,43_Q04215_273_1.jpg,43_Q04215_273_2.jpg,43_Q04215_273_3.jpg,The user is curious about the original classic book by Frances Hodgson Burnett.
6159,Find reviews of the book The Secret Garden.,F0826,43,the secret garden,43_Q00213_2293_1.jpg,43_Q00213_2293_2.jpg,43_Q00213_2293_3.jpg,43_Q04211_269_1.jpg,43_Q04211_269_2.jpg,43_Q04211_269_3.jpg,Interested in reading different perspectives on various books.
6160,Find reviews of the book The Secret Garden.,F0826,43,the secret garden,43_Q04213_271_1.jpg,43_Q04213_271_2.jpg,43_Q04213_271_3.jpg,43_Q02668_1961_1.jpg,43_Q02668_1961_2.jpg,43_Q02668_1961_3.jpg,Explore different aspects of 'The Secret Garden'.
6161,Find reviews of the book The Secret Garden.,F0826,43,the secret garden,43_Q00213_2293_1.jpg,43_Q00213_2293_2.jpg,43_Q00213_2293_3.jpg,43_Q02581_2515_1.jpg,43_Q02581_2515_2.jpg,43_Q02581_2515_3.jpg,The user is interested in understanding the reception of a book that explores themes of nature and personal growth.
6162,Find reviews of the book The Secret Garden.,F0826,43,the secret garden,43_Q00213_2293_1.jpg,43_Q00213_2293_2.jpg,43_Q00213_2293_3.jpg,43_Q02581_2515_1.jpg,43_Q02581_2515_2.jpg,43_Q02581_2515_3.jpg,Interest in the film adaptation of The Secret Garden.
6163,Find reviews of the various TV and movie adaptations of The Secret Garden.,F0827,43,the secret garden,43_Q00213_2293_1.jpg,43_Q00213_2293_2.jpg,43_Q00213_2293_3.jpg,43_Q00477_1113_1.jpg,43_Q00477_1113_2.jpg,43_Q00477_1113_3.jpg,Exploring different adaptations of a classic story and their reviews.
6164,Find reviews of the various TV and movie adaptations of The Secret Garden.,F0827,43,the secret garden,43_Q04214_272_1.jpg,43_Q04214_272_2.jpg,43_Q04214_272_3.jpg,43_Q00213_2293_1.jpg,43_Q00213_2293_2.jpg,43_Q00213_2293_3.jpg,"The user is curious about the different adaptations of ""The Secret Garden""."
6165,Find reviews of the various TV and movie adaptations of The Secret Garden.,F0827,43,the secret garden,43_Q00213_2293_1.jpg,43_Q00213_2293_2.jpg,43_Q00213_2293_3.jpg,43_Q00477_1113_1.jpg,43_Q00477_1113_2.jpg,43_Q00477_1113_3.jpg,Exploring adaptations and their reviews.
6166,I'm looking for biographical notes about Frances Hodgson Burnett.,F0828,43,the secret garden,43_Q02581_2515_1.jpg,43_Q02581_2515_2.jpg,43_Q02581_2515_3.jpg,43_Q01471_424_1.jpg,43_Q01471_424_2.jpg,43_Q01471_424_3.jpg,The user is interested in learning more about the life and contributions of the author of The Secret Garden.
6167,Find information about the Broadway musical The Secret Garden.,F0829,43,the secret garden,43_Q02668_1961_1.jpg,43_Q02668_1961_2.jpg,43_Q02668_1961_3.jpg,43_Q04213_271_1.jpg,43_Q04213_271_2.jpg,43_Q04213_271_3.jpg,"The user is interested in exploring different adaptations of ""The Secret Garden."""
6168,Find information about the Broadway musical The Secret Garden.,F0829,43,the secret garden,43_Q00213_2293_1.jpg,43_Q00213_2293_2.jpg,43_Q00213_2293_3.jpg,43_Q00623_99_1.jpg,43_Q00623_99_2.jpg,43_Q00623_99_3.jpg,Explore musical themes.
6169,Find US road maps.,F0830,44,map of the united states,44_Q03559_3709_1.jpg,44_Q03559_3709_2.jpg,44_Q03559_3709_3.jpg,44_Q04206_264_1.jpg,44_Q04206_264_2.jpg,44_Q04206_264_3.jpg,Interested in specific geographic details about the US.
6170,Find US road maps.,F0830,44,map of the united states,44_Q00083_1786_1.jpg,44_Q00083_1786_2.jpg,44_Q00083_1786_3.jpg,44_Q04207_265_1.jpg,44_Q04207_265_2.jpg,44_Q04207_265_3.jpg,The user is looking for general road maps of the United States.
6171,Find US road maps.,F0830,44,map of the united states,44_Q04204_262_1.jpg,44_Q04204_262_2.jpg,44_Q04204_262_3.jpg,44_Q00651_1357_1.jpg,44_Q00651_1357_2.jpg,44_Q00651_1357_3.jpg,The user is interested in a map of the United States that provides detailed information about roadways.
6172,Find US road maps.,F0830,44,map of the united states,44_Q04205_263_1.jpg,44_Q04205_263_2.jpg,44_Q04205_263_3.jpg,44_Q00781_3465_1.jpg,44_Q00781_3465_2.jpg,44_Q00781_3465_3.jpg,Planning travel routes.
6173,Find US road maps.,F0830,44,map of the united states,44_Q00272_1248_1.jpg,44_Q00272_1248_2.jpg,44_Q00272_1248_3.jpg,44_Q04209_267_1.jpg,44_Q04209_267_2.jpg,44_Q04209_267_3.jpg,The user is focused on locating something specific related to US geography.
6174,Find US road maps.,F0830,44,map of the united states,44_Q04205_263_1.jpg,44_Q04205_263_2.jpg,44_Q04205_263_3.jpg,44_Q04206_264_1.jpg,44_Q04206_264_2.jpg,44_Q04206_264_3.jpg,Exploring specific types of maps.
6175,Find US road maps.,F0830,44,map of the united states,44_Q00083_1786_1.jpg,44_Q00083_1786_2.jpg,44_Q00083_1786_3.jpg,44_Q04204_262_1.jpg,44_Q04204_262_2.jpg,44_Q04204_262_3.jpg,The user is interested in a map of the United States with specific preferences in mind.
6176,Find US road maps.,F0830,44,map of the united states,44_Q00272_1248_1.jpg,44_Q00272_1248_2.jpg,44_Q00272_1248_3.jpg,44_Q00781_3465_1.jpg,44_Q00781_3465_2.jpg,44_Q00781_3465_3.jpg,Discovering a different type of map.
6177,Find US road maps.,F0830,44,map of the united states,44_Q03701_805_1.jpg,44_Q03701_805_2.jpg,44_Q03701_805_3.jpg,44_Q04204_262_1.jpg,44_Q04204_262_2.jpg,44_Q04204_262_3.jpg,They are interested in finding resources related to maps.
6178,Find detailed geographic maps of the United States.,F0831,44,map of the united states,44_Q00781_3465_1.jpg,44_Q00781_3465_2.jpg,44_Q00781_3465_3.jpg,44_Q03034_2038_1.jpg,44_Q03034_2038_2.jpg,44_Q03034_2038_3.jpg,Exploring detailed maps.
6179,Find detailed geographic maps of the United States.,F0831,44,map of the united states,44_Q00781_3465_1.jpg,44_Q00781_3465_2.jpg,44_Q00781_3465_3.jpg,44_Q00301_1816_1.jpg,44_Q00301_1816_2.jpg,44_Q00301_1816_3.jpg,Finding comprehensive maps covering various geographic details.
6180,Find detailed geographic maps of the United States.,F0831,44,map of the united states,44_Q04206_264_1.jpg,44_Q04206_264_2.jpg,44_Q04206_264_3.jpg,44_Q03145_2306_1.jpg,44_Q03145_2306_2.jpg,44_Q03145_2306_3.jpg,Obtain detailed geographic information about the United States.
6181,Find detailed geographic maps of the United States.,F0831,44,map of the united states,44_Q03560_843_1.jpg,44_Q03560_843_2.jpg,44_Q03560_843_3.jpg,44_Q00272_1248_1.jpg,44_Q00272_1248_2.jpg,44_Q00272_1248_3.jpg,Learn about the geographical details of US roads.
6182,Find detailed geographic maps of the United States.,F0831,44,map of the united states,44_Q02426_191_1.jpg,44_Q02426_191_2.jpg,44_Q02426_191_3.jpg,44_Q03559_3709_1.jpg,44_Q03559_3709_2.jpg,44_Q03559_3709_3.jpg,Explore maps or information related to them.
6183,Find detailed geographic maps of the United States.,F0831,44,map of the united states,44_Q03034_2038_1.jpg,44_Q03034_2038_2.jpg,44_Q03034_2038_3.jpg,44_Q00099_705_1.jpg,44_Q00099_705_2.jpg,44_Q00099_705_3.jpg,The user is interested in discussing language options for a US map and has specific preferences.
6184,Find detailed geographic maps of the United States.,F0831,44,map of the united states,44_Q03560_843_1.jpg,44_Q03560_843_2.jpg,44_Q03560_843_3.jpg,44_Q02430_3736_1.jpg,44_Q02430_3736_2.jpg,44_Q02430_3736_3.jpg,Interest in maps generally.
6185,Find detailed geographic maps of the United States.,F0831,44,map of the united states,44_Q04206_264_1.jpg,44_Q04206_264_2.jpg,44_Q04206_264_3.jpg,44_Q00272_1248_1.jpg,44_Q00272_1248_2.jpg,44_Q00272_1248_3.jpg,Find a specific type of map.
6186,Find detailed geographic maps of the United States.,F0831,44,map of the united states,44_Q04209_267_1.jpg,44_Q04209_267_2.jpg,44_Q04209_267_3.jpg,44_Q04208_266_1.jpg,44_Q04208_266_2.jpg,44_Q04208_266_3.jpg,Exploring specific areas and regions of the US.
6187,Find detailed geographic maps of the United States.,F0831,44,map of the united states,44_Q00083_1786_1.jpg,44_Q00083_1786_2.jpg,44_Q00083_1786_3.jpg,44_Q02430_3736_1.jpg,44_Q02430_3736_2.jpg,44_Q02430_3736_3.jpg,The user is exploring types of maps of the United States.
6188,Find detailed geographic maps of the United States.,F0831,44,map of the united states,44_Q03560_843_1.jpg,44_Q03560_843_2.jpg,44_Q03560_843_3.jpg,44_Q02426_191_1.jpg,44_Q02426_191_2.jpg,44_Q02426_191_3.jpg,Learn more about maps.
6189,Find detailed geographic maps of the United States.,F0831,44,map of the united states,44_Q04206_264_1.jpg,44_Q04206_264_2.jpg,44_Q04206_264_3.jpg,44_Q00080_2336_1.jpg,44_Q00080_2336_2.jpg,44_Q00080_2336_3.jpg,Finding comprehensive maps of the regions within the United States.
6190,Find detailed geographic maps of the United States.,F0831,44,map of the united states,44_Q00651_1357_1.jpg,44_Q00651_1357_2.jpg,44_Q00651_1357_3.jpg,44_Q02430_3736_1.jpg,44_Q02430_3736_2.jpg,44_Q02430_3736_3.jpg,Possible interest in a paper version of a US map.
6191,Find detailed geographic maps of the United States.,F0831,44,map of the united states,44_Q00781_3465_1.jpg,44_Q00781_3465_2.jpg,44_Q00781_3465_3.jpg,44_Q03034_2038_1.jpg,44_Q03034_2038_2.jpg,44_Q03034_2038_3.jpg,The user is interested in a specific type of coloring books for children.
6192,Find detailed geographic maps of the United States.,F0831,44,map of the united states,44_Q03560_843_1.jpg,44_Q03560_843_2.jpg,44_Q03560_843_3.jpg,44_Q02430_3736_1.jpg,44_Q02430_3736_2.jpg,44_Q02430_3736_3.jpg,Exploring various geographic information.
6193,Find detailed geographic maps of the United States.,F0831,44,map of the united states,44_Q02426_191_1.jpg,44_Q02426_191_2.jpg,44_Q02426_191_3.jpg,44_Q03559_3709_1.jpg,44_Q03559_3709_2.jpg,44_Q03559_3709_3.jpg,The user is interested in a detailed or specialized map of the continental United States with specific features or criteria.
6194,Find detailed geographic maps of the United States.,F0831,44,map of the united states,44_Q04209_267_1.jpg,44_Q04209_267_2.jpg,44_Q04209_267_3.jpg,44_Q04208_266_1.jpg,44_Q04208_266_2.jpg,44_Q04208_266_3.jpg,Exploring various types of maps of the US.
6195,Find detailed geographic maps of the United States.,F0831,44,map of the united states,44_Q03560_843_1.jpg,44_Q03560_843_2.jpg,44_Q03560_843_3.jpg,44_Q02426_191_1.jpg,44_Q02426_191_2.jpg,44_Q02426_191_3.jpg,Explore different types of maps.
6196,Find detailed geographic maps of the United States.,F0831,44,map of the united states,44_Q00781_3465_1.jpg,44_Q00781_3465_2.jpg,44_Q00781_3465_3.jpg,44_Q00301_1816_1.jpg,44_Q00301_1816_2.jpg,44_Q00301_1816_3.jpg,Looking for detailed resources related to geographic information.
6197,Find political maps of the United States showing the states and their capitals.,F0832,44,map of the united states,44_Q03559_3709_1.jpg,44_Q03559_3709_2.jpg,44_Q03559_3709_3.jpg,44_Q04206_264_1.jpg,44_Q04206_264_2.jpg,44_Q04206_264_3.jpg,Interested in specific geographical aspects of the United States.
6198,Find political maps of the United States showing the states and their capitals.,F0832,44,map of the united states,44_Q00781_3465_1.jpg,44_Q00781_3465_2.jpg,44_Q00781_3465_3.jpg,44_Q00301_1816_1.jpg,44_Q00301_1816_2.jpg,44_Q00301_1816_3.jpg,The user is interested in locating specific types of maps.
6199,Find political maps of the United States showing the states and their capitals.,F0832,44,map of the united states,44_Q00099_705_1.jpg,44_Q00099_705_2.jpg,44_Q00099_705_3.jpg,44_Q04207_265_1.jpg,44_Q04207_265_2.jpg,44_Q04207_265_3.jpg,The user is unsure about their interest in a satellite map of the United States.
6200,Find political maps of the United States showing the states and their capitals.,F0832,44,map of the united states,44_Q00651_1357_1.jpg,44_Q00651_1357_2.jpg,44_Q00651_1357_3.jpg,44_Q02426_191_1.jpg,44_Q02426_191_2.jpg,44_Q02426_191_3.jpg,Locating maps that display states and capitals.
6201,Find political maps of the United States showing the states and their capitals.,F0832,44,map of the united states,44_Q03559_3709_1.jpg,44_Q03559_3709_2.jpg,44_Q03559_3709_3.jpg,44_Q04208_266_1.jpg,44_Q04208_266_2.jpg,44_Q04208_266_3.jpg,Interested in specific geographical information related to the United States.
6202,Find political maps of the United States showing the states and their capitals.,F0832,44,map of the united states,44_Q00080_2336_1.jpg,44_Q00080_2336_2.jpg,44_Q00080_2336_3.jpg,44_Q04209_267_1.jpg,44_Q04209_267_2.jpg,44_Q04209_267_3.jpg,Expressing interest in maps.
6203,Find political maps of the United States showing the states and their capitals.,F0832,44,map of the united states,44_Q03559_3709_1.jpg,44_Q03559_3709_2.jpg,44_Q03559_3709_3.jpg,44_Q00099_705_1.jpg,44_Q00099_705_2.jpg,44_Q00099_705_3.jpg,Interested in learning about maps related to United States geography.
6204,Find political maps of the United States showing the states and their capitals.,F0832,44,map of the united states,44_Q00099_705_1.jpg,44_Q00099_705_2.jpg,44_Q00099_705_3.jpg,44_Q03145_2306_1.jpg,44_Q03145_2306_2.jpg,44_Q03145_2306_3.jpg,Maps displaying specific geographic features of the United States.
6205,Find political maps of the United States showing the states and their capitals.,F0832,44,map of the united states,44_Q00080_2336_1.jpg,44_Q00080_2336_2.jpg,44_Q00080_2336_3.jpg,44_Q00651_1357_1.jpg,44_Q00651_1357_2.jpg,44_Q00651_1357_3.jpg,Interested in geographical information about the United States.
6206,Find political maps of the United States showing the states and their capitals.,F0832,44,map of the united states,44_Q00080_2336_1.jpg,44_Q00080_2336_2.jpg,44_Q00080_2336_3.jpg,44_Q04209_267_1.jpg,44_Q04209_267_2.jpg,44_Q04209_267_3.jpg,The user is seeking clarification on whether a current map of the United States is being offered.
6207,Find political maps of the United States showing the states and their capitals.,F0832,44,map of the united states,44_Q00080_2336_1.jpg,44_Q00080_2336_2.jpg,44_Q00080_2336_3.jpg,44_Q03701_805_1.jpg,44_Q03701_805_2.jpg,44_Q03701_805_3.jpg,Exploring maps highlighting specific features of the United States.
6208,Find political maps of the United States showing the states and their capitals.,F0832,44,map of the united states,44_Q00099_705_1.jpg,44_Q00099_705_2.jpg,44_Q00099_705_3.jpg,44_Q03145_2306_1.jpg,44_Q03145_2306_2.jpg,44_Q03145_2306_3.jpg,Exploring map options related to satellite maps of the United States.
6209,Find political maps of the United States showing the states and their capitals.,F0832,44,map of the united states,44_Q03560_843_1.jpg,44_Q03560_843_2.jpg,44_Q03560_843_3.jpg,44_Q04206_264_1.jpg,44_Q04206_264_2.jpg,44_Q04206_264_3.jpg,Interest in US roads or transportation infrastructure information in the future.
6210,Find political maps of the United States showing the states and their capitals.,F0832,44,map of the united states,44_Q04209_267_1.jpg,44_Q04209_267_2.jpg,44_Q04209_267_3.jpg,44_Q00083_1786_1.jpg,44_Q00083_1786_2.jpg,44_Q00083_1786_3.jpg,Interest in maps displaying US states and their capitals.
6211,Find political maps of the United States showing the states and their capitals.,F0832,44,map of the united states,44_Q03559_3709_1.jpg,44_Q03559_3709_2.jpg,44_Q03559_3709_3.jpg,44_Q04205_263_1.jpg,44_Q04205_263_2.jpg,44_Q04205_263_3.jpg,Interested in specific U.S. geographic information.
6212,Find political maps of the United States showing the states and their capitals.,F0832,44,map of the united states,44_Q04209_267_1.jpg,44_Q04209_267_2.jpg,44_Q04209_267_3.jpg,44_Q00781_3465_1.jpg,44_Q00781_3465_2.jpg,44_Q00781_3465_3.jpg,Understanding the political divisions within the US.
6213,Find political maps of the United States showing the states and their capitals.,F0832,44,map of the united states,44_Q03560_843_1.jpg,44_Q03560_843_2.jpg,44_Q03560_843_3.jpg,44_Q03145_2306_1.jpg,44_Q03145_2306_2.jpg,44_Q03145_2306_3.jpg,Exploring geographical information.
