id,facet,facet_id,topic_id,topic,image1_1,image1_2,image1_3,image2_1,image2_2,image2_3,query
6854,"What is the difference between LDL, HDL, and VLDL?",F0933,67,vldl levels,67_Q03185_1968_1.jpg,67_Q03185_1968_2.jpg,67_Q03185_1968_3.jpg,67_Q03534_3895_1.jpg,67_Q03534_3895_2.jpg,67_Q03534_3895_3.jpg,"Understanding the differences between LDL, HDL, and VLDL cholesterol."
6855,"What is the difference between LDL, HDL, and VLDL?",F0933,67,vldl levels,67_Q05347_1405_1.jpg,67_Q05347_1405_2.jpg,67_Q05347_1405_3.jpg,67_Q02842_1205_1.jpg,67_Q02842_1205_2.jpg,67_Q02842_1205_3.jpg,"Understanding the differences between LDL, HDL, and VLDL lipid levels."
6856,"What is the difference between LDL, HDL, and VLDL?",F0933,67,vldl levels,67_Q03185_1968_1.jpg,67_Q03185_1968_2.jpg,67_Q03185_1968_3.jpg,67_Q05350_1408_1.jpg,67_Q05350_1408_2.jpg,67_Q05350_1408_3.jpg,"Learn about the differences between HDL, LDL, and VLDL cholesterol levels."
6857,"What is the difference between LDL, HDL, and VLDL?",F0933,67,vldl levels,67_Q00249_819_1.jpg,67_Q00249_819_2.jpg,67_Q00249_819_3.jpg,67_Q02842_1205_1.jpg,67_Q02842_1205_2.jpg,67_Q02842_1205_3.jpg,"Understanding the difference between LDL, HDL, and VLDL levels."
6858,"What is the difference between LDL, HDL, and VLDL?",F0933,67,vldl levels,67_Q03232_718_1.jpg,67_Q03232_718_2.jpg,67_Q03232_718_3.jpg,67_Q05350_1408_1.jpg,67_Q05350_1408_2.jpg,67_Q05350_1408_3.jpg,"Learn about the differences between HDL, LDL, and VLDL."
6859,"What is the difference between LDL, HDL, and VLDL?",F0933,67,vldl levels,67_Q03219_1435_1.jpg,67_Q03219_1435_2.jpg,67_Q03219_1435_3.jpg,67_Q03232_718_1.jpg,67_Q03232_718_2.jpg,67_Q03232_718_3.jpg,"Find the difference between LDL, HDL, and VLDL."
6860,"What is the difference between LDL, HDL, and VLDL?",F0933,67,vldl levels,67_Q00002_415_1.jpg,67_Q00002_415_2.jpg,67_Q00002_415_3.jpg,67_Q02842_1205_1.jpg,67_Q02842_1205_2.jpg,67_Q02842_1205_3.jpg,"Understanding the different types of cholesterol (LDL, HDL, and VLDL) and their impact on health."
6861,"What is the difference between LDL, HDL, and VLDL?",F0933,67,vldl levels,67_Q03185_1968_1.jpg,67_Q03185_1968_2.jpg,67_Q03185_1968_3.jpg,67_Q05346_1404_1.jpg,67_Q05346_1404_2.jpg,67_Q05346_1404_3.jpg,Understanding cholesterol types and ways to lower VLDL levels.
6862,"What is the difference between LDL, HDL, and VLDL?",F0933,67,vldl levels,67_Q03219_1435_1.jpg,67_Q03219_1435_2.jpg,67_Q03219_1435_3.jpg,67_Q05347_1405_1.jpg,67_Q05347_1405_2.jpg,67_Q05347_1405_3.jpg,"Understand the general difference between LDL, HDL, and VLDL."
6863,"What is the difference between LDL, HDL, and VLDL?",F0933,67,vldl levels,67_Q02380_3318_1.jpg,67_Q02380_3318_2.jpg,67_Q02380_3318_3.jpg,67_Q00249_819_1.jpg,67_Q00249_819_2.jpg,67_Q00249_819_3.jpg,Learn about the differences between VLDL and HDL cholesterol levels.
6864,Find information about PVC pipes and fittings.,F0934,68,pvc,68_Q00078_3298_1.jpg,68_Q00078_3298_2.jpg,68_Q00078_3298_3.jpg,68_Q01147_2567_1.jpg,68_Q01147_2567_2.jpg,68_Q01147_2567_3.jpg,Gather information about PVC pipes and fittings.
6865,Find information about PVC pipes and fittings.,F0934,68,pvc,68_Q00941_1850_1.jpg,68_Q00941_1850_2.jpg,68_Q00941_1850_3.jpg,68_Q00360_53_1.jpg,68_Q00360_53_2.jpg,68_Q00360_53_3.jpg,Looking for information about PVC pipes and fittings.
6866,Find information about PVC pipes and fittings.,F0934,68,pvc,68_Q00078_3298_1.jpg,68_Q00078_3298_2.jpg,68_Q00078_3298_3.jpg,68_Q00522_3236_1.jpg,68_Q00522_3236_2.jpg,68_Q00522_3236_3.jpg,Learn about PVC pipe specifications.
6867,Find information about PVC pipes and fittings.,F0934,68,pvc,68_Q04071_129_1.jpg,68_Q04071_129_2.jpg,68_Q04071_129_3.jpg,68_Q00238_2918_1.jpg,68_Q00238_2918_2.jpg,68_Q00238_2918_3.jpg,The user is interested in exploring the types of PVC pipes and fittings available.
6868,Find information about PVC pipes and fittings.,F0934,68,pvc,68_Q00238_2918_1.jpg,68_Q00238_2918_2.jpg,68_Q00238_2918_3.jpg,68_Q03762_387_1.jpg,68_Q03762_387_2.jpg,68_Q03762_387_3.jpg,The user is looking to gather more information about PVC pipes and fittings.
6869,Find information about PVC pipes and fittings.,F0934,68,pvc,68_Q00238_2918_1.jpg,68_Q00238_2918_2.jpg,68_Q00238_2918_3.jpg,68_Q03666_2188_1.jpg,68_Q03666_2188_2.jpg,68_Q03666_2188_3.jpg,The user is interested in practical information related to PVC pipes and fittings.
6870,Find information about PVC pipes and fittings.,F0934,68,pvc,68_Q03762_387_1.jpg,68_Q03762_387_2.jpg,68_Q03762_387_3.jpg,68_Q00360_53_1.jpg,68_Q00360_53_2.jpg,68_Q00360_53_3.jpg,Looking for information about PVC pipes and fittings.
6871,Find information about PVC pipes and fittings.,F0934,68,pvc,68_Q00078_3298_1.jpg,68_Q00078_3298_2.jpg,68_Q00078_3298_3.jpg,68_Q00238_2918_1.jpg,68_Q00238_2918_2.jpg,68_Q00238_2918_3.jpg,Exploring options and gathering information about PVC pipes and fittings.
6872,Find information about PVC pipes and fittings.,F0934,68,pvc,68_Q04071_129_1.jpg,68_Q04071_129_2.jpg,68_Q04071_129_3.jpg,68_Q00238_2918_1.jpg,68_Q00238_2918_2.jpg,68_Q00238_2918_3.jpg,Explore available color options and gather general information about PVC pipes and fittings.
6873,Find information about PVC pipes and fittings.,F0934,68,pvc,68_Q00078_3298_1.jpg,68_Q00078_3298_2.jpg,68_Q00078_3298_3.jpg,68_Q00522_3236_1.jpg,68_Q00522_3236_2.jpg,68_Q00522_3236_3.jpg,Learn about PVC pipe specifications.
6874,Find information about PVC pipes and fittings.,F0934,68,pvc,68_Q00076_1480_1.jpg,68_Q00076_1480_2.jpg,68_Q00076_1480_3.jpg,68_Q00941_1850_1.jpg,68_Q00941_1850_2.jpg,68_Q00941_1850_3.jpg,Gaining a general understanding of PVC pipes and fittings.
6875,Find information about PVC pipes and fittings.,F0934,68,pvc,68_Q00078_3298_1.jpg,68_Q00078_3298_2.jpg,68_Q00078_3298_3.jpg,68_Q00238_2918_1.jpg,68_Q00238_2918_2.jpg,68_Q00238_2918_3.jpg,The user is exploring options for PVC pipes and fittings.
6876,Find information about PVC pipes and fittings.,F0934,68,pvc,68_Q00941_1850_1.jpg,68_Q00941_1850_2.jpg,68_Q00941_1850_3.jpg,68_Q00360_53_1.jpg,68_Q00360_53_2.jpg,68_Q00360_53_3.jpg,The user is interested in learning more about the types of PVC pipes and fittings available.
6877,Find information about PVC pipes and fittings.,F0934,68,pvc,68_Q04071_129_1.jpg,68_Q04071_129_2.jpg,68_Q04071_129_3.jpg,68_Q02866_3102_1.jpg,68_Q02866_3102_2.jpg,68_Q02866_3102_3.jpg,Gather information about PVC pipes and fittings.
6878,Find information about PVC pipes and fittings.,F0934,68,pvc,68_Q00078_3298_1.jpg,68_Q00078_3298_2.jpg,68_Q00078_3298_3.jpg,68_Q03405_2387_1.jpg,68_Q03405_2387_2.jpg,68_Q03405_2387_3.jpg,The user is interested in PVC pipes and fittings.
6879,Find information about PVC pipes and fittings.,F0934,68,pvc,68_Q00078_3298_1.jpg,68_Q00078_3298_2.jpg,68_Q00078_3298_3.jpg,68_Q01147_2567_1.jpg,68_Q01147_2567_2.jpg,68_Q01147_2567_3.jpg,Gather information about PVC pipes and fittings.
6880,What is the material PVC?,F0935,68,pvc,68_Q04070_128_1.jpg,68_Q04070_128_2.jpg,68_Q04070_128_3.jpg,68_Q02726_486_1.jpg,68_Q02726_486_2.jpg,68_Q02726_486_3.jpg,Understanding what PVC is
6881,What is the material PVC?,F0935,68,pvc,68_Q04067_125_1.jpg,68_Q04067_125_2.jpg,68_Q04067_125_3.jpg,68_Q00522_3236_1.jpg,68_Q00522_3236_2.jpg,68_Q00522_3236_3.jpg,Learn about different types and the composition of PVC materials.
6882,What is the material PVC?,F0935,68,pvc,68_Q04067_125_1.jpg,68_Q04067_125_2.jpg,68_Q04067_125_3.jpg,68_Q02726_486_1.jpg,68_Q02726_486_2.jpg,68_Q02726_486_3.jpg,Learn about what PVC is.
6883,What is the material PVC?,F0935,68,pvc,68_Q00238_2918_1.jpg,68_Q00238_2918_2.jpg,68_Q00238_2918_3.jpg,68_Q00360_53_1.jpg,68_Q00360_53_2.jpg,68_Q00360_53_3.jpg,The user is interested in the properties and characteristics of PVC.
6884,What is the material PVC?,F0935,68,pvc,68_Q04070_128_1.jpg,68_Q04070_128_2.jpg,68_Q04070_128_3.jpg,68_Q02726_486_1.jpg,68_Q02726_486_2.jpg,68_Q02726_486_3.jpg,Learn about what PVC is.
6885,What is the material PVC?,F0935,68,pvc,68_Q04070_128_1.jpg,68_Q04070_128_2.jpg,68_Q04070_128_3.jpg,68_Q02726_486_1.jpg,68_Q02726_486_2.jpg,68_Q02726_486_3.jpg,The user is interested in knowing what PVC is.
6886,What is the material PVC?,F0935,68,pvc,68_Q00238_2918_1.jpg,68_Q00238_2918_2.jpg,68_Q00238_2918_3.jpg,68_Q00076_1480_1.jpg,68_Q00076_1480_2.jpg,68_Q00076_1480_3.jpg,The user is curious about what PVC is made from.
6887,What is the material PVC?,F0935,68,pvc,68_Q03405_2387_1.jpg,68_Q03405_2387_2.jpg,68_Q03405_2387_3.jpg,68_Q03762_387_1.jpg,68_Q03762_387_2.jpg,68_Q03762_387_3.jpg,The user is interested in learning about the composition of PVC (polyvinyl chloride).
6888,Find information about premature ventricular contractions.,F0936,68,pvc,68_Q03762_387_1.jpg,68_Q03762_387_2.jpg,68_Q03762_387_3.jpg,68_Q04069_127_1.jpg,68_Q04069_127_2.jpg,68_Q04069_127_3.jpg,The user is interested in learning more about heart conditions.
6889,Find information about premature ventricular contractions.,F0936,68,pvc,68_Q03762_387_1.jpg,68_Q03762_387_2.jpg,68_Q03762_387_3.jpg,68_Q04071_129_1.jpg,68_Q04071_129_2.jpg,68_Q04071_129_3.jpg,Looking for information on premature ventricular contractions.
6890,Find information about premature ventricular contractions.,F0936,68,pvc,68_Q03762_387_1.jpg,68_Q03762_387_2.jpg,68_Q03762_387_3.jpg,68_Q02726_486_1.jpg,68_Q02726_486_2.jpg,68_Q02726_486_3.jpg,The user is interested in learning about premature ventricular contractions.
6891,Find information about premature ventricular contractions.,F0936,68,pvc,68_Q03666_2188_1.jpg,68_Q03666_2188_2.jpg,68_Q03666_2188_3.jpg,68_Q04070_128_1.jpg,68_Q04070_128_2.jpg,68_Q04070_128_3.jpg,The user is interested in information about premature ventricular contractions.
6892,Find information about premature ventricular contractions.,F0936,68,pvc,68_Q04072_130_1.jpg,68_Q04072_130_2.jpg,68_Q04072_130_3.jpg,68_Q02726_486_1.jpg,68_Q02726_486_2.jpg,68_Q02726_486_3.jpg,The user is interested in learning about heart rhythms and premature ventricular contractions.
6893,Find information about premature ventricular contractions.,F0936,68,pvc,68_Q02726_486_1.jpg,68_Q02726_486_2.jpg,68_Q02726_486_3.jpg,68_Q04069_127_1.jpg,68_Q04069_127_2.jpg,68_Q04069_127_3.jpg,Learn about PVC in general.
6894,Find information about premature ventricular contractions.,F0936,68,pvc,68_Q02911_1099_1.jpg,68_Q02911_1099_2.jpg,68_Q02911_1099_3.jpg,68_Q02726_486_1.jpg,68_Q02726_486_2.jpg,68_Q02726_486_3.jpg,"The user is interested in understanding more about certain heart conditions, specifically premature ventricular contractions."
6895,Find information about premature ventricular contractions.,F0936,68,pvc,68_Q02726_486_1.jpg,68_Q02726_486_2.jpg,68_Q02726_486_3.jpg,68_Q00360_53_1.jpg,68_Q00360_53_2.jpg,68_Q00360_53_3.jpg,The intent is to explore aspects of premature ventricular contractions (PVC).
6896,Find information about premature ventricular contractions.,F0936,68,pvc,68_Q02911_1099_1.jpg,68_Q02911_1099_2.jpg,68_Q02911_1099_3.jpg,68_Q02726_486_1.jpg,68_Q02726_486_2.jpg,68_Q02726_486_3.jpg,The user is seeking information about premature ventricular contractions related to heart health.
6897,How are premature ventricular contractions treated?,F0937,68,pvc,68_Q02093_2518_1.jpg,68_Q02093_2518_2.jpg,68_Q02093_2518_3.jpg,68_Q00238_2918_1.jpg,68_Q00238_2918_2.jpg,68_Q00238_2918_3.jpg,"The user is interested in exploring options related to specific heart conditions, particularly how premature ventricular contractions (PVCs) are treated."
6898,How are premature ventricular contractions treated?,F0937,68,pvc,68_Q00941_1850_1.jpg,68_Q00941_1850_2.jpg,68_Q00941_1850_3.jpg,68_Q00360_53_1.jpg,68_Q00360_53_2.jpg,68_Q00360_53_3.jpg,The user is interested in understanding treatment options.
6899,How are premature ventricular contractions treated?,F0937,68,pvc,68_Q04068_126_1.jpg,68_Q04068_126_2.jpg,68_Q04068_126_3.jpg,68_Q02726_486_1.jpg,68_Q02726_486_2.jpg,68_Q02726_486_3.jpg,The user is concerned about the health implications of PVC ceiling tiles.
6900,How are premature ventricular contractions treated?,F0937,68,pvc,68_Q03666_2188_1.jpg,68_Q03666_2188_2.jpg,68_Q03666_2188_3.jpg,68_Q00522_3236_1.jpg,68_Q00522_3236_2.jpg,68_Q00522_3236_3.jpg,Learn about the treatment options for premature ventricular contractions.
6901,How are premature ventricular contractions treated?,F0937,68,pvc,68_Q00078_3298_1.jpg,68_Q00078_3298_2.jpg,68_Q00078_3298_3.jpg,68_Q02911_1099_1.jpg,68_Q02911_1099_2.jpg,68_Q02911_1099_3.jpg,Seeking information on the treatment of premature ventricular contractions (PVCs).
6902,How are premature ventricular contractions treated?,F0937,68,pvc,68_Q00078_3298_1.jpg,68_Q00078_3298_2.jpg,68_Q00078_3298_3.jpg,68_Q02911_1099_1.jpg,68_Q02911_1099_2.jpg,68_Q02911_1099_3.jpg,Discussing treatment options for premature ventricular contractions (PVCs).
6903,How are premature ventricular contractions treated?,F0937,68,pvc,68_Q00078_3298_1.jpg,68_Q00078_3298_2.jpg,68_Q00078_3298_3.jpg,68_Q01147_2567_1.jpg,68_Q01147_2567_2.jpg,68_Q01147_2567_3.jpg,Learn about premature ventricular contractions and their treatment.
6904,How are premature ventricular contractions treated?,F0937,68,pvc,68_Q00078_3298_1.jpg,68_Q00078_3298_2.jpg,68_Q00078_3298_3.jpg,68_Q03666_2188_1.jpg,68_Q03666_2188_2.jpg,68_Q03666_2188_3.jpg,The user is interested in understanding how to manage Premature Ventricular Contractions.
6905,How are premature ventricular contractions treated?,F0937,68,pvc,68_Q02726_486_1.jpg,68_Q02726_486_2.jpg,68_Q02726_486_3.jpg,68_Q01147_2567_1.jpg,68_Q01147_2567_2.jpg,68_Q01147_2567_3.jpg,The user is interested in learning about premature ventricular contractions and their treatment.
6906,How are premature ventricular contractions treated?,F0937,68,pvc,68_Q02093_2518_1.jpg,68_Q02093_2518_2.jpg,68_Q02093_2518_3.jpg,68_Q03405_2387_1.jpg,68_Q03405_2387_2.jpg,68_Q03405_2387_3.jpg,The user is interested in learning about medical treatments for premature ventricular contractions.
6907,How are premature ventricular contractions treated?,F0937,68,pvc,68_Q02726_486_1.jpg,68_Q02726_486_2.jpg,68_Q02726_486_3.jpg,68_Q01147_2567_1.jpg,68_Q01147_2567_2.jpg,68_Q01147_2567_3.jpg,Learn about premature ventricular contractions and their treatment.
6908,How are premature ventricular contractions treated?,F0937,68,pvc,68_Q04069_127_1.jpg,68_Q04069_127_2.jpg,68_Q04069_127_3.jpg,68_Q02866_3102_1.jpg,68_Q02866_3102_2.jpg,68_Q02866_3102_3.jpg,Learn about treatment options for premature ventricular contractions.
6909,How are premature ventricular contractions treated?,F0937,68,pvc,68_Q00941_1850_1.jpg,68_Q00941_1850_2.jpg,68_Q00941_1850_3.jpg,68_Q03762_387_1.jpg,68_Q03762_387_2.jpg,68_Q03762_387_3.jpg,Understanding treatments for premature ventricular contractions.
6910,How are premature ventricular contractions treated?,F0937,68,pvc,68_Q00941_1850_1.jpg,68_Q00941_1850_2.jpg,68_Q00941_1850_3.jpg,68_Q03405_2387_1.jpg,68_Q03405_2387_2.jpg,68_Q03405_2387_3.jpg,Understanding medical treatments for premature ventricular contractions.
6911,How are premature ventricular contractions treated?,F0937,68,pvc,68_Q03666_2188_1.jpg,68_Q03666_2188_2.jpg,68_Q03666_2188_3.jpg,68_Q00522_3236_1.jpg,68_Q00522_3236_2.jpg,68_Q00522_3236_3.jpg,Understanding the treatment of premature ventricular contractions (PVCs).
6912,How are premature ventricular contractions treated?,F0937,68,pvc,68_Q02093_2518_1.jpg,68_Q02093_2518_2.jpg,68_Q02093_2518_3.jpg,68_Q04072_130_1.jpg,68_Q04072_130_2.jpg,68_Q04072_130_3.jpg,Exploring treatment options for premature ventricular contractions related to a heart condition.
6913,How are premature ventricular contractions treated?,F0937,68,pvc,68_Q00078_3298_1.jpg,68_Q00078_3298_2.jpg,68_Q00078_3298_3.jpg,68_Q01147_2567_1.jpg,68_Q01147_2567_2.jpg,68_Q01147_2567_3.jpg,The user wants to learn about premature ventricular contractions and how they are treated.
6914,How are premature ventricular contractions treated?,F0937,68,pvc,68_Q00076_1480_1.jpg,68_Q00076_1480_2.jpg,68_Q00076_1480_3.jpg,68_Q04069_127_1.jpg,68_Q04069_127_2.jpg,68_Q04069_127_3.jpg,Inquiring about treatment options for premature ventricular contractions.
6915,How are premature ventricular contractions treated?,F0937,68,pvc,68_Q03405_2387_1.jpg,68_Q03405_2387_2.jpg,68_Q03405_2387_3.jpg,68_Q00076_1480_1.jpg,68_Q00076_1480_2.jpg,68_Q00076_1480_3.jpg,Learn about premature ventricular contractions medical treatments.
6916,How are premature ventricular contractions treated?,F0937,68,pvc,68_Q04069_127_1.jpg,68_Q04069_127_2.jpg,68_Q04069_127_3.jpg,68_Q02866_3102_1.jpg,68_Q02866_3102_2.jpg,68_Q02866_3102_3.jpg,The user is interested in understanding how premature ventricular contractions are treated.
6917,How are premature ventricular contractions treated?,F0937,68,pvc,68_Q02726_486_1.jpg,68_Q02726_486_2.jpg,68_Q02726_486_3.jpg,68_Q01147_2567_1.jpg,68_Q01147_2567_2.jpg,68_Q01147_2567_3.jpg,Learn about the treatment of premature ventricular contractions (PVCs).
6918,How are premature ventricular contractions treated?,F0937,68,pvc,68_Q00078_3298_1.jpg,68_Q00078_3298_2.jpg,68_Q00078_3298_3.jpg,68_Q02911_1099_1.jpg,68_Q02911_1099_2.jpg,68_Q02911_1099_3.jpg,Seeking information on premature ventricular contractions and their treatment.
6919,How are premature ventricular contractions treated?,F0937,68,pvc,68_Q02093_2518_1.jpg,68_Q02093_2518_2.jpg,68_Q02093_2518_3.jpg,68_Q01147_2567_1.jpg,68_Q01147_2567_2.jpg,68_Q01147_2567_3.jpg,Learn about premature ventricular contractions and their treatment.
6920,How are premature ventricular contractions treated?,F0937,68,pvc,68_Q00076_1480_1.jpg,68_Q00076_1480_2.jpg,68_Q00076_1480_3.jpg,68_Q04069_127_1.jpg,68_Q04069_127_2.jpg,68_Q04069_127_3.jpg,Inquire about treatment options for premature ventricular contractions.
6921,Find sewing sites for beginners.,F0938,69,sewing instructions,69_Q00579_3585_1.jpg,69_Q00579_3585_2.jpg,69_Q00579_3585_3.jpg,69_Q05320_1378_1.jpg,69_Q05320_1378_2.jpg,69_Q05320_1378_3.jpg,Looking for sewing sites for beginners.
6922,Find sewing sites for beginners.,F0938,69,sewing instructions,69_Q00579_3585_1.jpg,69_Q00579_3585_2.jpg,69_Q00579_3585_3.jpg,69_Q05320_1378_1.jpg,69_Q05320_1378_2.jpg,69_Q05320_1378_3.jpg,The user is seeking sewing resources and websites for beginners.
6923,Find sewing sites for beginners.,F0938,69,sewing instructions,69_Q03492_3215_1.jpg,69_Q03492_3215_2.jpg,69_Q03492_3215_3.jpg,69_Q05320_1378_1.jpg,69_Q05320_1378_2.jpg,69_Q05320_1378_3.jpg,Explore sewing sites for beginners.
6924,Find sewing sites for beginners.,F0938,69,sewing instructions,69_Q03569_1153_1.jpg,69_Q03569_1153_2.jpg,69_Q03569_1153_3.jpg,69_Q03932_2225_1.jpg,69_Q03932_2225_2.jpg,69_Q03932_2225_3.jpg,Wants both written instructions and a video for beginner sewing tips.
6925,Find sewing sites for beginners.,F0938,69,sewing instructions,69_Q03492_3215_1.jpg,69_Q03492_3215_2.jpg,69_Q03492_3215_3.jpg,69_Q05320_1378_1.jpg,69_Q05320_1378_2.jpg,69_Q05320_1378_3.jpg,Exploring general sewing resources and websites for beginners.
6926,Find sewing sites for beginners.,F0938,69,sewing instructions,69_Q00579_3585_1.jpg,69_Q00579_3585_2.jpg,69_Q00579_3585_3.jpg,69_Q03569_1153_1.jpg,69_Q03569_1153_2.jpg,69_Q03569_1153_3.jpg,Searching for sewing sites for beginners to teach children.
6927,Find instructions for using a sewing machine.,F0939,69,sewing instructions,69_Q01006_2753_1.jpg,69_Q01006_2753_2.jpg,69_Q01006_2753_3.jpg,69_Q05316_1374_1.jpg,69_Q05316_1374_2.jpg,69_Q05316_1374_3.jpg,Learn how to use a sewing machine.
6928,Find instructions for using a sewing machine.,F0939,69,sewing instructions,69_Q05317_1375_1.jpg,69_Q05317_1375_2.jpg,69_Q05317_1375_3.jpg,69_Q03755_3765_1.jpg,69_Q03755_3765_2.jpg,69_Q03755_3765_3.jpg,Understand the procedures involved in sewing.
6929,Find instructions for using a sewing machine.,F0939,69,sewing instructions,69_Q01006_2753_1.jpg,69_Q01006_2753_2.jpg,69_Q01006_2753_3.jpg,69_Q03639_556_1.jpg,69_Q03639_556_2.jpg,69_Q03639_556_3.jpg,Learn how to use a sewing machine.
6930,Find instructions for using a sewing machine.,F0939,69,sewing instructions,69_Q03932_2225_1.jpg,69_Q03932_2225_2.jpg,69_Q03932_2225_3.jpg,69_Q01477_2483_1.jpg,69_Q01477_2483_2.jpg,69_Q01477_2483_3.jpg,Find written instructions with visuals for using a sewing machine.
6931,Find instructions for using a sewing machine.,F0939,69,sewing instructions,69_Q03151_3513_1.jpg,69_Q03151_3513_2.jpg,69_Q03151_3513_3.jpg,69_Q03639_556_1.jpg,69_Q03639_556_2.jpg,69_Q03639_556_3.jpg,Learn how to operate a sewing machine.
6932,Find instructions for using a sewing machine.,F0939,69,sewing instructions,69_Q03932_2225_1.jpg,69_Q03932_2225_2.jpg,69_Q03932_2225_3.jpg,69_Q01477_2483_1.jpg,69_Q01477_2483_2.jpg,69_Q01477_2483_3.jpg,Find a written guide with illustrations for using a sewing machine.
6933,Find instructions for using a sewing machine.,F0939,69,sewing instructions,69_Q01006_2753_1.jpg,69_Q01006_2753_2.jpg,69_Q01006_2753_3.jpg,69_Q03639_556_1.jpg,69_Q03639_556_2.jpg,69_Q03639_556_3.jpg,The user is interested in learning how to effectively use a sewing machine.
6934,Find instructions for using a sewing machine.,F0939,69,sewing instructions,69_Q05320_1378_1.jpg,69_Q05320_1378_2.jpg,69_Q05320_1378_3.jpg,69_Q03932_2225_1.jpg,69_Q03932_2225_2.jpg,69_Q03932_2225_3.jpg,Find written instructions with pictures on how to operate a sewing machine.
6935,Find downloadable sewing patterns.,F0940,69,sewing instructions,69_Q02675_1323_1.jpg,69_Q02675_1323_2.jpg,69_Q02675_1323_3.jpg,69_Q03639_556_1.jpg,69_Q03639_556_2.jpg,69_Q03639_556_3.jpg,Looking for downloadable sewing patterns.
6936,Find downloadable sewing patterns.,F0940,69,sewing instructions,69_Q03755_3765_1.jpg,69_Q03755_3765_2.jpg,69_Q03755_3765_3.jpg,69_Q05318_1376_1.jpg,69_Q05318_1376_2.jpg,69_Q05318_1376_3.jpg,Download books containing sewing instructions.
6937,Find downloadable sewing patterns.,F0940,69,sewing instructions,69_Q03755_3765_1.jpg,69_Q03755_3765_2.jpg,69_Q03755_3765_3.jpg,69_Q05318_1376_1.jpg,69_Q05318_1376_2.jpg,69_Q05318_1376_3.jpg,Download books containing sewing instructions.
6938,Find downloadable sewing patterns.,F0940,69,sewing instructions,69_Q02675_1323_1.jpg,69_Q02675_1323_2.jpg,69_Q02675_1323_3.jpg,69_Q05317_1375_1.jpg,69_Q05317_1375_2.jpg,69_Q05317_1375_3.jpg,Find downloadable sewing patterns for a scarf sewing project.
6939,Find downloadable sewing patterns.,F0940,69,sewing instructions,69_Q01006_2753_1.jpg,69_Q01006_2753_2.jpg,69_Q01006_2753_3.jpg,69_Q05320_1378_1.jpg,69_Q05320_1378_2.jpg,69_Q05320_1378_3.jpg,Interested in downloadable sewing patterns and viewing more similar images.
6940,Find downloadable sewing patterns.,F0940,69,sewing instructions,69_Q02675_1323_1.jpg,69_Q02675_1323_2.jpg,69_Q02675_1323_3.jpg,69_Q05317_1375_1.jpg,69_Q05317_1375_2.jpg,69_Q05317_1375_3.jpg,Find downloadable sewing patterns for a scarf.
6941,Find downloadable sewing patterns.,F0940,69,sewing instructions,69_Q02675_1323_1.jpg,69_Q02675_1323_2.jpg,69_Q02675_1323_3.jpg,69_Q03639_556_1.jpg,69_Q03639_556_2.jpg,69_Q03639_556_3.jpg,Seeking downloadable sewing patterns.
6942,Find downloadable sewing patterns.,F0940,69,sewing instructions,69_Q01006_2753_1.jpg,69_Q01006_2753_2.jpg,69_Q01006_2753_3.jpg,69_Q05320_1378_1.jpg,69_Q05320_1378_2.jpg,69_Q05320_1378_3.jpg,Looking for downloadable sewing patterns.
6943,Find helpful sewing tips for beginners.,F0941,69,sewing instructions,69_Q03932_2225_1.jpg,69_Q03932_2225_2.jpg,69_Q03932_2225_3.jpg,69_Q03755_3765_1.jpg,69_Q03755_3765_2.jpg,69_Q03755_3765_3.jpg,Find helpful sewing tips for beginners.
6944,Find helpful sewing tips for beginners.,F0941,69,sewing instructions,69_Q05319_1377_1.jpg,69_Q05319_1377_2.jpg,69_Q05319_1377_3.jpg,69_Q05316_1374_1.jpg,69_Q05316_1374_2.jpg,69_Q05316_1374_3.jpg,Looking for helpful sewing tips for beginners.
6945,Find helpful sewing tips for beginners.,F0941,69,sewing instructions,69_Q03151_3513_1.jpg,69_Q03151_3513_2.jpg,69_Q03151_3513_3.jpg,69_Q03639_556_1.jpg,69_Q03639_556_2.jpg,69_Q03639_556_3.jpg,The user is interested in practical sewing advice and techniques for beginners.
6946,Find helpful sewing tips for beginners.,F0941,69,sewing instructions,69_Q03932_2225_1.jpg,69_Q03932_2225_2.jpg,69_Q03932_2225_3.jpg,69_Q02515_2129_1.jpg,69_Q02515_2129_2.jpg,69_Q02515_2129_3.jpg,The user is looking for beginner-level sewing tips and guidance in both written and visual formats.
6947,Find helpful sewing tips for beginners.,F0941,69,sewing instructions,69_Q03932_2225_1.jpg,69_Q03932_2225_2.jpg,69_Q03932_2225_3.jpg,69_Q02515_2129_1.jpg,69_Q02515_2129_2.jpg,69_Q02515_2129_3.jpg,Seeking beginner-friendly sewing tips and guidance.
6948,Find materials for teaching sewing to children.,F0942,69,sewing instructions,69_Q03932_2225_1.jpg,69_Q03932_2225_2.jpg,69_Q03932_2225_3.jpg,69_Q05316_1374_1.jpg,69_Q05316_1374_2.jpg,69_Q05316_1374_3.jpg,Look for books or articles on teaching kids to sew.
6949,Find materials for teaching sewing to children.,F0942,69,sewing instructions,69_Q03932_2225_1.jpg,69_Q03932_2225_2.jpg,69_Q03932_2225_3.jpg,69_Q05316_1374_1.jpg,69_Q05316_1374_2.jpg,69_Q05316_1374_3.jpg,The user is looking for books or articles on how to teach kids to sew.
