facet,facet_id,topic_id,topic,image1_1,image1_2,image1_3,image2_1,image2_2,image2_3,image3_1,image3_2,image3_3,image4_1,image4_2,image4_3,query
I'm looking for nutrition and diet information for diabetics.,F0771,30,diabetes education,30_Q01809_1287_1.jpg,30_Q01809_1287_2.jpg,30_Q01809_1287_3.jpg,30_Q05238_1296_1.jpg,30_Q05238_1296_2.jpg,30_Q05238_1296_3.jpg,30_Q05237_1295_1.jpg,30_Q05237_1295_2.jpg,30_Q05237_1295_3.jpg,30_Q01311_713_1.jpg,30_Q01311_713_2.jpg,30_Q01311_713_3.jpg,Learning about dietary options and nutrition for diabetes.
Find the official legal rules and procedures pertaining to child support in Indiana.,F0022,104,indiana child support,104_Q00215_900_1.jpg,104_Q00215_900_2.jpg,104_Q00215_900_3.jpg,104_Q05209_1267_1.jpg,104_Q05209_1267_2.jpg,104_Q05209_1267_3.jpg,104_Q01744_2389_1.jpg,104_Q01744_2389_2.jpg,104_Q01744_2389_3.jpg,104_Q01325_3693_1.jpg,104_Q01325_3693_2.jpg,104_Q01325_3693_3.jpg,Finding the official legal rules and procedures for obtaining child support in Indiana.
"What tourist attractions are in Cass County, MO?",F0035,107,cass county missouri,107_Q03051_2988_1.jpg,107_Q03051_2988_2.jpg,107_Q03051_2988_3.jpg,107_Q01995_3872_1.jpg,107_Q01995_3872_2.jpg,107_Q01995_3872_3.jpg,107_Q02610_1290_1.jpg,107_Q02610_1290_2.jpg,107_Q02610_1290_3.jpg,107_Q02671_2009_1.jpg,107_Q02671_2009_2.jpg,107_Q02671_2009_3.jpg,Learn about tourist attractions in Cass County.
How do I become a Pampered Chef consultant?,F0800,37,pampered chef,37_Q04622_680_1.jpg,37_Q04622_680_2.jpg,37_Q04622_680_3.jpg,37_Q04624_682_1.jpg,37_Q04624_682_2.jpg,37_Q04624_682_3.jpg,37_Q03295_853_1.jpg,37_Q03295_853_2.jpg,37_Q03295_853_3.jpg,37_Q03894_1176_1.jpg,37_Q03894_1176_2.jpg,37_Q03894_1176_3.jpg,Explore opportunities to become a Pampered Chef consultant and see the current Pampered Chef catalog.
"""Find reviews of the movie """"Holes"""".""",F0612,257,holes by louis sachar,257_Q02555_2910_1.jpg,257_Q02555_2910_2.jpg,257_Q02555_2910_3.jpg,257_Q03566_108_1.jpg,257_Q03566_108_2.jpg,257_Q03566_108_3.jpg,257_Q00126_1432_1.jpg,257_Q00126_1432_2.jpg,257_Q00126_1432_3.jpg,257_Q05425_1483_1.jpg,257_Q05425_1483_2.jpg,257_Q05425_1483_3.jpg,"Find reviews of the movie based on the book ""Holes."""
What is the relationship between Wilson's disease and zinc?,F0667,273,wilson's disease,273_Q04961_1019_1.jpg,273_Q04961_1019_2.jpg,273_Q04961_1019_3.jpg,273_Q02253_1386_1.jpg,273_Q02253_1386_2.jpg,273_Q02253_1386_3.jpg,273_Q00306_865_1.jpg,273_Q00306_865_2.jpg,273_Q00306_865_3.jpg,273_Q04962_1020_1.jpg,273_Q04962_1020_2.jpg,273_Q04962_1020_3.jpg,Finding the relationship between Wilson's disease and zinc.
What damage can an F5 tornado do?,F0639,265,F5 tornado,265_Q03081_1884_1.jpg,265_Q03081_1884_2.jpg,265_Q03081_1884_3.jpg,265_Q04361_419_1.jpg,265_Q04361_419_2.jpg,265_Q04361_419_3.jpg,265_Q04358_416_1.jpg,265_Q04358_416_2.jpg,265_Q04358_416_3.jpg,265_Q04360_418_1.jpg,265_Q04360_418_2.jpg,265_Q04360_418_3.jpg,Understanding the damage caused by F5 tornadoes.
Find the website at the Transportation Security Administration (TSA) that offers air travel tips.,F0945,7,air travel information,7_Q05171_1229_1.jpg,7_Q05171_1229_2.jpg,7_Q05171_1229_3.jpg,7_Q05169_1227_1.jpg,7_Q05169_1227_2.jpg,7_Q05169_1227_3.jpg,7_Q05173_1231_1.jpg,7_Q05173_1231_2.jpg,7_Q05173_1231_3.jpg,7_Q03521_2350_1.jpg,7_Q03521_2350_2.jpg,7_Q03521_2350_3.jpg,"Find the TSA website that offers air travel tips, especially on carryon luggage rules."
I'm looking for sites that announce new PlayStation 2 games.,F0731,29,ps 2 games,29_Q01039_2621_1.jpg,29_Q01039_2621_2.jpg,29_Q01039_2621_3.jpg,29_Q02580_3348_1.jpg,29_Q02580_3348_2.jpg,29_Q02580_3348_3.jpg,29_Q04893_951_1.jpg,29_Q04893_951_2.jpg,29_Q04893_951_3.jpg,29_Q04891_949_1.jpg,29_Q04891_949_2.jpg,29_Q04891_949_3.jpg,Interest in finding sources for updates on new game releases.
Find biographical information for Fred Rogers.,F0685,278,mister rogers,278_Q03713_78_1.jpg,278_Q03713_78_2.jpg,278_Q03713_78_3.jpg,278_Q00534_258_1.jpg,278_Q00534_258_2.jpg,278_Q00534_258_3.jpg,278_Q04470_528_1.jpg,278_Q04470_528_2.jpg,278_Q04470_528_3.jpg,278_Q03400_2532_1.jpg,278_Q03400_2532_2.jpg,278_Q03400_2532_3.jpg,Seeking biographical information about Fred Rogers.
Find information about filing an claim for unemployment in Connecticut.,F0890,57,ct jobs,57_Q04831_889_1.jpg,57_Q04831_889_2.jpg,57_Q04831_889_3.jpg,57_Q04830_888_1.jpg,57_Q04830_888_2.jpg,57_Q04830_888_3.jpg,57_Q00791_638_1.jpg,57_Q00791_638_2.jpg,57_Q00791_638_3.jpg,57_Q04827_885_1.jpg,57_Q04827_885_2.jpg,57_Q04827_885_3.jpg,Understand the steps to claim unemployment in CT.
Where can I find organic or chemical free hair dye products?,F0536,233,hair dye,233_Q03385_1934_1.jpg,233_Q03385_1934_2.jpg,233_Q03385_1934_3.jpg,233_Q01674_2616_1.jpg,233_Q01674_2616_2.jpg,233_Q01674_2616_3.jpg,233_Q03159_2206_1.jpg,233_Q03159_2206_2.jpg,233_Q03159_2206_3.jpg,233_Q01668_2583_1.jpg,233_Q01668_2583_2.jpg,233_Q01668_2583_3.jpg,Order organic or chemical-free hair dye products.
What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q03239_3541_1.jpg,213_Q03239_3541_2.jpg,213_Q03239_3541_3.jpg,213_Q05616_1674_1.jpg,213_Q05616_1674_2.jpg,213_Q05616_1674_3.jpg,213_Q00537_1406_1.jpg,213_Q00537_1406_2.jpg,213_Q00537_1406_3.jpg,213_Q00519_3098_1.jpg,213_Q00519_3098_2.jpg,213_Q00519_3098_3.jpg,Exploring the recovery prospects for CTS surgical patients.
Find giant teddy bears.,F0606,255,teddy bears,255_Q02558_3419_1.jpg,255_Q02558_3419_2.jpg,255_Q02558_3419_3.jpg,255_Q04232_290_1.jpg,255_Q04232_290_2.jpg,255_Q04232_290_3.jpg,255_Q03681_1923_1.jpg,255_Q03681_1923_2.jpg,255_Q03681_1923_3.jpg,255_Q04228_286_1.jpg,255_Q04228_286_2.jpg,255_Q04228_286_3.jpg,The user is interested in seeing photos of giant teddy bears.
Find comparisons of Sun Tzu and Machiavelli.,F0655,270,sun tzu,270_Q00157_2113_1.jpg,270_Q00157_2113_2.jpg,270_Q00157_2113_3.jpg,270_Q01177_3174_1.jpg,270_Q01177_3174_2.jpg,270_Q01177_3174_3.jpg,270_Q04161_219_1.jpg,270_Q04161_219_2.jpg,270_Q04161_219_3.jpg,270_Q04164_222_1.jpg,270_Q04164_222_2.jpg,270_Q04164_222_3.jpg,Explore comparisons between Sun Tzu and Machiavelli.
Find an explanation of the different types of joints used in woodworking.,F0996,82,joints,82_Q00246_1981_1.jpg,82_Q00246_1981_2.jpg,82_Q00246_1981_3.jpg,82_Q03632_1562_1.jpg,82_Q03632_1562_2.jpg,82_Q03632_1562_3.jpg,82_Q01544_3926_1.jpg,82_Q01544_3926_2.jpg,82_Q01544_3926_3.jpg,82_Q01331_3033_1.jpg,82_Q01331_3033_2.jpg,82_Q01331_3033_3.jpg,Learning about woodworking techniques and different types of connections.
What are examples of the philosophy of Sun Tzu?,F0656,270,sun tzu,270_Q00299_562_1.jpg,270_Q00299_562_2.jpg,270_Q00299_562_3.jpg,270_Q00105_1001_1.jpg,270_Q00105_1001_2.jpg,270_Q00105_1001_3.jpg,270_Q00157_2113_1.jpg,270_Q00157_2113_2.jpg,270_Q00157_2113_3.jpg,270_Q03730_1089_1.jpg,270_Q03730_1089_2.jpg,270_Q03730_1089_3.jpg,Learn about Sun Tzu's philosophies on war through examples.
When did flowering plants first appear?,F0750,294,flowering plants,294_Q00250_111_1.jpg,294_Q00250_111_2.jpg,294_Q00250_111_3.jpg,294_Q04367_425_1.jpg,294_Q04367_425_2.jpg,294_Q04367_425_3.jpg,294_Q01975_3121_1.jpg,294_Q01975_3121_2.jpg,294_Q01975_3121_3.jpg,294_Q02540_2365_1.jpg,294_Q02540_2365_2.jpg,294_Q02540_2365_3.jpg,Understanding the origins of flowering plants in prehistoric times.
What are the requirements to become a Tennessee Highway Patrol State Trooper?,F0197,150,tn highway patrol,150_Q01509_457_1.jpg,150_Q01509_457_2.jpg,150_Q01509_457_3.jpg,150_Q00236_2690_1.jpg,150_Q00236_2690_2.jpg,150_Q00236_2690_3.jpg,150_Q03242_2517_1.jpg,150_Q03242_2517_2.jpg,150_Q03242_2517_3.jpg,150_Q02047_302_1.jpg,150_Q02047_302_2.jpg,150_Q02047_302_3.jpg,Seeking information on the qualifications to become a Tennessee Highway Patrol officer.
What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q03239_3541_1.jpg,213_Q03239_3541_2.jpg,213_Q03239_3541_3.jpg,213_Q01305_553_1.jpg,213_Q01305_553_2.jpg,213_Q01305_553_3.jpg,213_Q01045_2522_1.jpg,213_Q01045_2522_2.jpg,213_Q01045_2522_3.jpg,213_Q05613_1671_1.jpg,213_Q05613_1671_2.jpg,213_Q05613_1671_3.jpg,Understanding the recovery prospects for Carpal Tunnel Syndrome surgical patients.
Find detailed geographic maps of the United States.,F0831,44,map of the united states,44_Q04206_264_1.jpg,44_Q04206_264_2.jpg,44_Q04206_264_3.jpg,44_Q00272_1248_1.jpg,44_Q00272_1248_2.jpg,44_Q00272_1248_3.jpg,44_Q04205_263_1.jpg,44_Q04205_263_2.jpg,44_Q04205_263_3.jpg,44_Q04208_266_1.jpg,44_Q04208_266_2.jpg,44_Q04208_266_3.jpg,The user is interested in detailed geographic maps with roadways.
Find dealers in irons for clothing.,F0884,55,iron,55_Q00260_2488_1.jpg,55_Q00260_2488_2.jpg,55_Q00260_2488_3.jpg,55_Q05361_1419_1.jpg,55_Q05361_1419_2.jpg,55_Q05361_1419_3.jpg,55_Q01356_1594_1.jpg,55_Q01356_1594_2.jpg,55_Q01356_1594_3.jpg,55_Q02213_643_1.jpg,55_Q02213_643_2.jpg,55_Q02213_643_3.jpg,Find information on where to obtain an iron for clothes.
What DVD versions of the Doctor Zhivago movie are available?,F0450,208,doctor zhivago,208_Q04312_370_1.jpg,208_Q04312_370_2.jpg,208_Q04312_370_3.jpg,208_Q00158_3202_1.jpg,208_Q00158_3202_2.jpg,208_Q00158_3202_3.jpg,208_Q02203_65_1.jpg,208_Q02203_65_2.jpg,208_Q02203_65_3.jpg,208_Q03415_549_1.jpg,208_Q03415_549_2.jpg,208_Q03415_549_3.jpg,"Seeking information on the availability of the movie ""Doctor Zhivago"" on DVD."
Get details on the bombing of the USS Cole.,F0677,275,uss cole,275_Q04034_92_1.jpg,275_Q04034_92_2.jpg,275_Q04034_92_3.jpg,275_Q01560_1282_1.jpg,275_Q01560_1282_2.jpg,275_Q01560_1282_3.jpg,275_Q03471_1267_1.jpg,275_Q03471_1267_2.jpg,275_Q03471_1267_3.jpg,275_Q03460_3748_1.jpg,275_Q03460_3748_2.jpg,275_Q03460_3748_3.jpg,"The user's intent is to get details on the USS Cole bombing, including the number of deaths that occurred."
"What casinos are in Kansas City, Missouri?",F0350,183,kansas city mo,183_Q04896_954_1.jpg,183_Q04896_954_2.jpg,183_Q04896_954_3.jpg,183_Q00523_3733_1.jpg,183_Q00523_3733_2.jpg,183_Q00523_3733_3.jpg,183_Q04899_957_1.jpg,183_Q04899_957_2.jpg,183_Q04899_957_3.jpg,183_Q00259_1110_1.jpg,183_Q00259_1110_2.jpg,183_Q00259_1110_3.jpg,"The user is interested in exploring entertainment options in Kansas City, Missouri, specifically casinos."
What is the relationship between Wilson's disease and zinc?,F0667,273,wilson's disease,273_Q04961_1019_1.jpg,273_Q04961_1019_2.jpg,273_Q04961_1019_3.jpg,273_Q04964_1022_1.jpg,273_Q04964_1022_2.jpg,273_Q04964_1022_3.jpg,273_Q03507_2471_1.jpg,273_Q03507_2471_2.jpg,273_Q03507_2471_3.jpg,273_Q02725_1084_1.jpg,273_Q02725_1084_2.jpg,273_Q02725_1084_3.jpg,Learning about the relation of Wilson's disease to zinc.
Find information about classic Atari games.,F0776,31,atari,31_Q05563_1621_1.jpg,31_Q05563_1621_2.jpg,31_Q05563_1621_3.jpg,31_Q00171_2272_1.jpg,31_Q00171_2272_2.jpg,31_Q00171_2272_3.jpg,31_Q00162_1301_1.jpg,31_Q00162_1301_2.jpg,31_Q00162_1301_3.jpg,31_Q05559_1617_1.jpg,31_Q05559_1617_2.jpg,31_Q05559_1617_3.jpg,Finding information about classic Atari games.
What surgical options are used to treat BPH?,F0440,207,bph treatment,207_Q00617_2124_1.jpg,207_Q00617_2124_2.jpg,207_Q00617_2124_3.jpg,207_Q00812_1333_1.jpg,207_Q00812_1333_2.jpg,207_Q00812_1333_3.jpg,207_Q01676_47_1.jpg,207_Q01676_47_2.jpg,207_Q01676_47_3.jpg,207_Q03918_2566_1.jpg,207_Q03918_2566_2.jpg,207_Q03918_2566_3.jpg,Talk to a doctor about the surgical options used to treat BPH.
opinions regarding the insider trading case brought against Martha Stewart,F0187,148,martha stewart and imclone,148_Q02128_3320_1.jpg,148_Q02128_3320_2.jpg,148_Q02128_3320_3.jpg,148_Q02357_1033_1.jpg,148_Q02357_1033_2.jpg,148_Q02357_1033_3.jpg,148_Q04345_403_1.jpg,148_Q04345_403_2.jpg,148_Q04345_403_3.jpg,148_Q04344_402_1.jpg,148_Q04344_402_2.jpg,148_Q04344_402_3.jpg,Learn about Martha Stewart's involvement with ImClone in the insider trading case.
Find complete (not partial) recipes for beef stroganoff.,F0526,229,beef stroganoff recipe,229_Q05401_1459_1.jpg,229_Q05401_1459_2.jpg,229_Q05401_1459_3.jpg,229_Q05404_1462_1.jpg,229_Q05404_1462_2.jpg,229_Q05404_1462_3.jpg,229_Q05403_1461_1.jpg,229_Q05403_1461_2.jpg,229_Q05403_1461_3.jpg,229_Q01476_3890_1.jpg,229_Q01476_3890_2.jpg,229_Q01476_3890_3.jpg,User wants a complete recipe for beef stroganoff.
What are the options for surgically correcting CTS?,F0479,213,carpal tunnel syndrome,213_Q03373_1048_1.jpg,213_Q03373_1048_2.jpg,213_Q03373_1048_3.jpg,213_Q03715_2726_1.jpg,213_Q03715_2726_2.jpg,213_Q03715_2726_3.jpg,213_Q01305_553_1.jpg,213_Q01305_553_2.jpg,213_Q01305_553_3.jpg,213_Q05614_1672_1.jpg,213_Q05614_1672_2.jpg,213_Q05614_1672_3.jpg,The user is interested in surgery options available for correcting carpal tunnel syndrome.
What hotels are near the Orange County Convention Center?,F0821,41,orange county convention center,41_Q05078_1136_1.jpg,41_Q05078_1136_2.jpg,41_Q05078_1136_3.jpg,41_Q01591_2624_1.jpg,41_Q01591_2624_2.jpg,41_Q01591_2624_3.jpg,41_Q05075_1133_1.jpg,41_Q05075_1133_2.jpg,41_Q05075_1133_3.jpg,41_Q00825_367_1.jpg,41_Q00825_367_2.jpg,41_Q00825_367_3.jpg,Find a hotel.
What are hardware options for a raspberry pi?,F0420,201,raspberry pi,201_Q04450_508_1.jpg,201_Q04450_508_2.jpg,201_Q04450_508_3.jpg,201_Q03847_2217_1.jpg,201_Q03847_2217_2.jpg,201_Q03847_2217_3.jpg,201_Q00365_741_1.jpg,201_Q00365_741_2.jpg,201_Q00365_741_3.jpg,201_Q00497_1325_1.jpg,201_Q00497_1325_2.jpg,201_Q00497_1325_3.jpg,"Exploring hardware options and features of small single board computers, particularly Raspberry Pi."
What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q03715_2726_1.jpg,213_Q03715_2726_2.jpg,213_Q03715_2726_3.jpg,213_Q03238_861_1.jpg,213_Q03238_861_2.jpg,213_Q03238_861_3.jpg,213_Q00300_3265_1.jpg,213_Q00300_3265_2.jpg,213_Q00300_3265_3.jpg,213_Q01557_1838_1.jpg,213_Q01557_1838_2.jpg,213_Q01557_1838_3.jpg,Learn about the recovery prospects after carpal tunnel surgery.
What are the regulations for hunting and fishing in Arizona?,F0239,16,arizona game and fish,16_Q00868_3582_1.jpg,16_Q00868_3582_2.jpg,16_Q00868_3582_3.jpg,16_Q05098_1156_1.jpg,16_Q05098_1156_2.jpg,16_Q05098_1156_3.jpg,16_Q01710_1773_1.jpg,16_Q01710_1773_2.jpg,16_Q01710_1773_3.jpg,16_Q03227_1610_1.jpg,16_Q03227_1610_2.jpg,16_Q03227_1610_3.jpg,Understanding the regulations for hunting and fishing in Arizona.
What hair dye options should be considered during pregnancy?,F0537,233,hair dye,233_Q00267_3354_1.jpg,233_Q00267_3354_2.jpg,233_Q00267_3354_3.jpg,233_Q02711_701_1.jpg,233_Q02711_701_2.jpg,233_Q02711_701_3.jpg,233_Q03662_1045_1.jpg,233_Q03662_1045_2.jpg,233_Q03662_1045_3.jpg,233_Q01556_143_1.jpg,233_Q01556_143_2.jpg,233_Q01556_143_3.jpg,The user is interested in knowing what hair dye options should be considered during pregnancy.
Find comparisons of Sun Tzu and Machiavelli.,F0655,270,sun tzu,270_Q00031_743_1.jpg,270_Q00031_743_2.jpg,270_Q00031_743_3.jpg,270_Q04166_224_1.jpg,270_Q04166_224_2.jpg,270_Q04166_224_3.jpg,270_Q01179_2542_1.jpg,270_Q01179_2542_2.jpg,270_Q01179_2542_3.jpg,270_Q00299_562_1.jpg,270_Q00299_562_2.jpg,270_Q00299_562_3.jpg,Comparison between Sun Tzu and Machiavelli
Where can I find Volvo semi trucks for sale (new or used)?,F0458,21,volvo,21_Q04717_775_1.jpg,21_Q04717_775_2.jpg,21_Q04717_775_3.jpg,21_Q01680_3785_1.jpg,21_Q01680_3785_2.jpg,21_Q01680_3785_3.jpg,21_Q04716_774_1.jpg,21_Q04716_774_2.jpg,21_Q04716_774_3.jpg,21_Q00564_182_1.jpg,21_Q00564_182_2.jpg,21_Q00564_182_3.jpg,The user is interested in seeing Volvo trucks with specific color preferences and wants to buy a vehicle.
What are the best ways of disposing of dog waste?,F0386,193,dog clean up bags,193_Q01216_3085_1.jpg,193_Q01216_3085_2.jpg,193_Q01216_3085_3.jpg,193_Q04993_1051_1.jpg,193_Q04993_1051_2.jpg,193_Q04993_1051_3.jpg,193_Q04991_1049_1.jpg,193_Q04991_1049_2.jpg,193_Q04991_1049_3.jpg,193_Q00165_384_1.jpg,193_Q00165_384_2.jpg,193_Q00165_384_3.jpg,Exploring effective methods for cleaning up dog feces.
Who was Boris Pasternak and how did his life affect his book?,F0449,208,doctor zhivago,208_Q02248_2328_1.jpg,208_Q02248_2328_2.jpg,208_Q02248_2328_3.jpg,208_Q04312_370_1.jpg,208_Q04312_370_2.jpg,208_Q04312_370_3.jpg,208_Q04316_374_1.jpg,208_Q04316_374_2.jpg,208_Q04316_374_3.jpg,208_Q02122_1072_1.jpg,208_Q02122_1072_2.jpg,208_Q02122_1072_3.jpg,Learn about Boris Pasternak's life and its influence on his book.
How do I get my free annual credit report?,F0356,185,credit report,185_Q02647_265_1.jpg,185_Q02647_265_2.jpg,185_Q02647_265_3.jpg,185_Q03939_3871_1.jpg,185_Q03939_3871_2.jpg,185_Q03939_3871_3.jpg,185_Q03518_364_1.jpg,185_Q03518_364_2.jpg,185_Q03518_364_3.jpg,185_Q03428_2116_1.jpg,185_Q03428_2116_2.jpg,185_Q03428_2116_3.jpg,Obtain their free annual credit report.
Find pictures of a hip roof.,F0614,258,hip roof,258_Q02320_607_1.jpg,258_Q02320_607_2.jpg,258_Q02320_607_3.jpg,258_Q04048_106_1.jpg,258_Q04048_106_2.jpg,258_Q04048_106_3.jpg,258_Q02684_3229_1.jpg,258_Q02684_3229_2.jpg,258_Q02684_3229_3.jpg,258_Q04047_105_1.jpg,258_Q04047_105_2.jpg,258_Q04047_105_3.jpg,Find images of hip roofs on houses.
Take me to the homepage for the Connecticut Department of Labor.,F0888,57,ct jobs,57_Q04830_888_1.jpg,57_Q04830_888_2.jpg,57_Q04830_888_3.jpg,57_Q00020_2106_1.jpg,57_Q00020_2106_2.jpg,57_Q00020_2106_3.jpg,57_Q02176_660_1.jpg,57_Q02176_660_2.jpg,57_Q02176_660_3.jpg,57_Q00735_3575_1.jpg,57_Q00735_3575_2.jpg,57_Q00735_3575_3.jpg,Access the homepage for official labor resources in Connecticut.
Find Barret's Esophagus studies performed at the Mayo Clinic.,F0603,254,barrett's esophagus,254_Q03352_3863_1.jpg,254_Q03352_3863_2.jpg,254_Q03352_3863_3.jpg,254_Q03668_2764_1.jpg,254_Q03668_2764_2.jpg,254_Q03668_2764_3.jpg,254_Q05604_1662_1.jpg,254_Q05604_1662_2.jpg,254_Q05604_1662_3.jpg,254_Q03412_714_1.jpg,254_Q03412_714_2.jpg,254_Q03412_714_3.jpg,"The user wants information on Barrett's Esophagus, specifically studies and treatments available at the Mayo Clinic."
"Who are Ron Howard's family members: parents, wife, any children?",F0300,171,ron howard,171_Q01354_3361_1.jpg,171_Q01354_3361_2.jpg,171_Q01354_3361_3.jpg,171_Q03463_1551_1.jpg,171_Q03463_1551_2.jpg,171_Q03463_1551_3.jpg,171_Q05620_1678_1.jpg,171_Q05620_1678_2.jpg,171_Q05620_1678_3.jpg,171_Q02070_593_1.jpg,171_Q02070_593_2.jpg,171_Q02070_593_3.jpg,"The user is interested in knowing about Ron Howard's family members, including his parents, wife, and children."
"What was the 2008 budget for Cass County, MO?",F0032,107,cass county missouri,107_Q03544_37_1.jpg,107_Q03544_37_2.jpg,107_Q03544_37_3.jpg,107_Q00086_1943_1.jpg,107_Q00086_1943_2.jpg,107_Q00086_1943_3.jpg,107_Q04128_186_1.jpg,107_Q04128_186_2.jpg,107_Q04128_186_3.jpg,107_Q02671_2009_1.jpg,107_Q02671_2009_2.jpg,107_Q02671_2009_3.jpg,Find out the 2008 budget for Cass County.
What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q03715_2726_1.jpg,213_Q03715_2726_2.jpg,213_Q03715_2726_3.jpg,213_Q00014_484_1.jpg,213_Q00014_484_2.jpg,213_Q00014_484_3.jpg,213_Q05614_1672_1.jpg,213_Q05614_1672_2.jpg,213_Q05614_1672_3.jpg,213_Q05615_1673_1.jpg,213_Q05615_1673_2.jpg,213_Q05615_1673_3.jpg,Understanding the outcomes and recovery prospects after surgery for carpal tunnel syndrome.
Find free internet phone service.,F0367,188,internet phone service,188_Q00841_1250_1.jpg,188_Q00841_1250_2.jpg,188_Q00841_1250_3.jpg,188_Q03453_2104_1.jpg,188_Q03453_2104_2.jpg,188_Q03453_2104_3.jpg,188_Q05634_1692_1.jpg,188_Q05634_1692_2.jpg,188_Q05634_1692_3.jpg,188_Q05635_1693_1.jpg,188_Q05635_1693_2.jpg,188_Q05635_1693_3.jpg,Finding free internet phone service providers.
What are hardware options for a raspberry pi?,F0420,201,raspberry pi,201_Q04449_507_1.jpg,201_Q04449_507_2.jpg,201_Q04449_507_3.jpg,201_Q02348_3706_1.jpg,201_Q02348_3706_2.jpg,201_Q02348_3706_3.jpg,201_Q01484_2405_1.jpg,201_Q01484_2405_2.jpg,201_Q01484_2405_3.jpg,201_Q03312_3443_1.jpg,201_Q03312_3443_2.jpg,201_Q03312_3443_3.jpg,Exploring hardware options available for building a Raspberry Pi.
What are the withdrawal limitations for a 403b retirement plan?,F0205,151,403b,151_Q03896_3429_1.jpg,151_Q03896_3429_2.jpg,151_Q03896_3429_3.jpg,151_Q04008_66_1.jpg,151_Q04008_66_2.jpg,151_Q04008_66_3.jpg,151_Q03348_3475_1.jpg,151_Q03348_3475_2.jpg,151_Q03348_3475_3.jpg,151_Q01131_2539_1.jpg,151_Q01131_2539_2.jpg,151_Q01131_2539_3.jpg,Looking for the withdrawal rules for a 403b retirement plan.
retailers of and price information for Kenmore gas water heaters,F0059,112,kenmore gas water heater,112_Q02874_3494_1.jpg,112_Q02874_3494_2.jpg,112_Q02874_3494_3.jpg,112_Q04189_247_1.jpg,112_Q04189_247_2.jpg,112_Q04189_247_3.jpg,112_Q04185_243_1.jpg,112_Q04185_243_2.jpg,112_Q04185_243_3.jpg,112_Q01344_15_1.jpg,112_Q01344_15_2.jpg,112_Q01344_15_3.jpg,Looking at retailers and price information for water heaters.
Find vacation packages that include golf instruction.,F0672,274,golf instruction,274_Q04321_379_1.jpg,274_Q04321_379_2.jpg,274_Q04321_379_3.jpg,274_Q02509_2254_1.jpg,274_Q02509_2254_2.jpg,274_Q02509_2254_3.jpg,274_Q02840_49_1.jpg,274_Q02840_49_2.jpg,274_Q02840_49_3.jpg,274_Q01976_2356_1.jpg,274_Q01976_2356_2.jpg,274_Q01976_2356_3.jpg,Looking for vacation packages that include golf instruction.
How and where do carpenter bees make their nests?,F0619,259,carpenter bee,259_Q05414_1472_1.jpg,259_Q05414_1472_2.jpg,259_Q05414_1472_3.jpg,259_Q05412_1470_1.jpg,259_Q05412_1470_2.jpg,259_Q05412_1470_3.jpg,259_Q05411_1469_1.jpg,259_Q05411_1469_2.jpg,259_Q05411_1469_3.jpg,259_Q02834_814_1.jpg,259_Q02834_814_2.jpg,259_Q02834_814_3.jpg,The user is interested in the nesting habits and locations of carpenter bees.
Find information about difficulty in swallowing caused by a lump in the throat.,F0551,237,lump in throat,237_Q01474_3752_1.jpg,237_Q01474_3752_2.jpg,237_Q01474_3752_3.jpg,237_Q03649_768_1.jpg,237_Q03649_768_2.jpg,237_Q03649_768_3.jpg,237_Q02925_2045_1.jpg,237_Q02925_2045_2.jpg,237_Q02925_2045_3.jpg,237_Q03326_3292_1.jpg,237_Q03326_3292_2.jpg,237_Q03326_3292_3.jpg,Contact a medical professional to find information about difficulty in swallowing caused by a lump in the throat.
Who got an Academy Award nomination for Doctor Zhivago?,F0447,208,doctor zhivago,208_Q01204_421_1.jpg,208_Q01204_421_2.jpg,208_Q01204_421_3.jpg,208_Q01249_3622_1.jpg,208_Q01249_3622_2.jpg,208_Q01249_3622_3.jpg,208_Q03319_2014_1.jpg,208_Q03319_2014_2.jpg,208_Q03319_2014_3.jpg,208_Q02554_1444_1.jpg,208_Q02554_1444_2.jpg,208_Q02554_1444_3.jpg,Wants to know who got an Academy Award nomination for Doctor Zhivago.
Where can I buy radio-controlled planes?,F0261,164,hobby stores,164_Q03124_800_1.jpg,164_Q03124_800_2.jpg,164_Q03124_800_3.jpg,164_Q00789_3036_1.jpg,164_Q00789_3036_2.jpg,164_Q00789_3036_3.jpg,164_Q02836_688_1.jpg,164_Q02836_688_2.jpg,164_Q02836_688_3.jpg,164_Q05258_1316_1.jpg,164_Q05258_1316_2.jpg,164_Q05258_1316_3.jpg,The user is looking for places to buy radio-controlled planes.
What are symptoms of heat stroke and other heat-related illnesses in dogs?,F0856,50,dog heat,50_Q03478_3854_1.jpg,50_Q03478_3854_2.jpg,50_Q03478_3854_3.jpg,50_Q05301_1359_1.jpg,50_Q05301_1359_2.jpg,50_Q05301_1359_3.jpg,50_Q05298_1356_1.jpg,50_Q05298_1356_2.jpg,50_Q05298_1356_3.jpg,50_Q00345_3060_1.jpg,50_Q00345_3060_2.jpg,50_Q00345_3060_3.jpg,Find out the symptoms of heat stroke or heat-related illnesses in dogs.
