id,facet,facet_id,topic_id,topic,question1,answer1,question_id1,image1_1,image1_2,image1_3,question2,answer2,question_id2,image2_1,image2_2,image2_3,question3,answer3,question_id3,image3_1,image3_2,image3_3,question4,answer4,question_id4,image4_1,image4_2,image4_3
5265,I'm looking for InuYasha fan forums and websites.,F0700,28,inuyasha,Would you like to see photos of inuyasha?,I have interests that extend beyond just pictures.,Q05148,28_Q05148_1206_1.jpg,28_Q05148_1206_2.jpg,28_Q05148_1206_3.jpg,Are you referring to the main character of Inuyasha?,"No, I want a message board for the series.",Q05147,28_Q05147_1205_1.jpg,28_Q05147_1205_2.jpg,28_Q05147_1205_3.jpg,,,,,,,,,,,,
5266,I'm looking for InuYasha fan forums and websites.,F0700,28,inuyasha,Would you like to see photos of inuyasha?,I'm more interested in exploring discussions and resources related to InuYasha.,Q05148,28_Q05148_1206_1.jpg,28_Q05148_1206_2.jpg,28_Q05148_1206_3.jpg,are you looking for any specific pictures,"I'm not looking for pictures but I like the first picture here, my interest is to find InuYasha fan forums and websites.",Q00750,28_Q00750_3476_1.jpg,28_Q00750_3476_2.jpg,28_Q00750_3476_3.jpg,,,,,,,,,,,,
5267,I'm looking for InuYasha fan forums and websites.,F0700,28,inuyasha,would you like to see inuyasha manga,"I'm not entirely sure about that, but I might be interested in exploring related discussions.",Q03855,28_Q03855_864_1.jpg,28_Q03855_864_2.jpg,28_Q03855_864_3.jpg,are you looking for specific fanrelated information,"Yes, specifically forums and websites about InuYasha.",Q01024,28_Q01024_27_1.jpg,28_Q01024_27_2.jpg,28_Q01024_27_3.jpg,,,,,,,,,,,,
5268,I'm looking for InuYasha fan forums and websites.,F0700,28,inuyasha,Are you referring to the main character of Inuyasha?,I'm primarily interested in exploring online communities related to InuYasha.,Q05147,28_Q05147_1205_1.jpg,28_Q05147_1205_2.jpg,28_Q05147_1205_3.jpg,would you like to know more about kagome higurashi,No.,Q03533,28_Q03533_3611_1.jpg,28_Q03533_3611_2.jpg,28_Q03533_3611_3.jpg,,,,,,,,,,,,
5269,I'm looking for InuYasha fan forums and websites.,F0700,28,inuyasha,Would you like to see photos of inuyasha?,"I'm not interested in photos at this time, but I am exploring different platforms related to InuYasha.",Q05148,28_Q05148_1206_1.jpg,28_Q05148_1206_2.jpg,28_Q05148_1206_3.jpg,are you looking for any specific pictures,"I'm not looking for pictures but I like the first picture here, my interest is to find InuYasha fan forums and websites.",Q00750,28_Q00750_3476_1.jpg,28_Q00750_3476_2.jpg,28_Q00750_3476_3.jpg,,,,,,,,,,,,
5270,I'm looking for InuYasha fan forums and websites.,F0700,28,inuyasha,Would you like to see photos of inuyasha?,I'm primarily interested in finding resources and discussions related to InuYasha.,Q05148,28_Q05148_1206_1.jpg,28_Q05148_1206_2.jpg,28_Q05148_1206_3.jpg,Are you referring to the main character of Inuyasha?,No.,Q05147,28_Q05147_1205_1.jpg,28_Q05147_1205_2.jpg,28_Q05147_1205_3.jpg,,,,,,,,,,,,
5271,I'm looking for InuYasha fan forums and websites.,F0700,28,inuyasha,would you like to see inuyasha manga,"I'm not sure about that, as my focus is more on exploring certain communities online.",Q03855,28_Q03855_864_1.jpg,28_Q03855_864_2.jpg,28_Q03855_864_3.jpg,Would you like to see the characters of inuyasha?,No. I'm looking for InuYasha fan forums and websites.,Q05149,28_Q05149_1207_1.jpg,28_Q05149_1207_2.jpg,28_Q05149_1207_3.jpg,,,,,,,,,,,,
5272,I'm looking for InuYasha fan forums and websites.,F0700,28,inuyasha,are you interested in a certain inuyasha character,"I'm exploring various characters from the series, but I can't choose just one favorite.",Q00077,28_Q00077_1365_1.jpg,28_Q00077_1365_2.jpg,28_Q00077_1365_3.jpg,are you interested in a specific season of inuyasha,"I don't know what season, but I would like some general information on websites geared towards fans of the show.",Q00116,28_Q00116_2928_1.jpg,28_Q00116_2928_2.jpg,28_Q00116_2928_3.jpg,,,,,,,,,,,,
5273,I'm looking for InuYasha fan forums and websites.,F0700,28,inuyasha,are you interested in inuyasha wiki activity,"I'm mainly exploring options related to InuYasha, but I'm not focused on wiki activity specifically.",Q00253,28_Q00253_528_1.jpg,28_Q00253_528_2.jpg,28_Q00253_528_3.jpg,how would you like to watch inuyasha episodes,"I don't want to watch now, I'm looking for the fan forums and websites.",Q02553,28_Q02553_1797_1.jpg,28_Q02553_1797_2.jpg,28_Q02553_1797_3.jpg,,,,,,,,,,,,
5274,I'm looking for InuYasha fan forums and websites.,F0700,28,inuyasha,are you interested in a specific season of inuyasha,"I don't have a specific season in mind, but I am exploring options related to InuYasha.",Q00116,28_Q00116_2928_1.jpg,28_Q00116_2928_2.jpg,28_Q00116_2928_3.jpg,are you interested in inuyasha wiki activity,"no, I'm looking for InuYasha fan forums and websites.",Q00253,28_Q00253_528_1.jpg,28_Q00253_528_2.jpg,28_Q00253_528_3.jpg,,,,,,,,,,,,
5275,I'm looking for InuYasha fan forums and websites.,F0700,28,inuyasha,would you like to watch an inuyasha movie,"I'm interested in exploring fan communities related to InuYasha, but I'm not looking to watch movies right now.",Q03927,28_Q03927_3339_1.jpg,28_Q03927_3339_2.jpg,28_Q03927_3339_3.jpg,are you interested in the list of inuyasha characters,"Yes, but I am looking for fan forums about InuYasha characters.",Q00462,28_Q00462_809_1.jpg,28_Q00462_809_2.jpg,28_Q00462_809_3.jpg,,,,,,,,,,,,
5276,I'm looking for InuYasha fan forums and websites.,F0700,28,inuyasha,Are you referring to the main character of Inuyasha?,I'm exploring different online communities related to InuYasha and its fandom.,Q05147,28_Q05147_1205_1.jpg,28_Q05147_1205_2.jpg,28_Q05147_1205_3.jpg,are you looking for specific fanrelated information,"Yes, specifically forums and websites about InuYasha.",Q01024,28_Q01024_27_1.jpg,28_Q01024_27_2.jpg,28_Q01024_27_3.jpg,,,,,,,,,,,,
5277,I'm looking for InuYasha fan forums and websites.,F0700,28,inuyasha,Are you referring to the main character of Inuyasha?,I'm primarily interested in exploring forums and websites related to this series.,Q05147,28_Q05147_1205_1.jpg,28_Q05147_1205_2.jpg,28_Q05147_1205_3.jpg,would you like to know more about the inuyasha illustrator and writer,No. I would like to see the fan forums and websites.,Q03551,28_Q03551_1942_1.jpg,28_Q03551_1942_2.jpg,28_Q03551_1942_3.jpg,,,,,,,,,,,,
5278,I'm looking for InuYasha fan forums and websites.,F0700,28,inuyasha,would you like to watch an inuyasha movie,I am currently interested in exploring different online communities.,Q03927,28_Q03927_3339_1.jpg,28_Q03927_3339_2.jpg,28_Q03927_3339_3.jpg,are you interested in the list of inuyasha characters,"Yes, but I am looking for fan forums about InuYasha characters.",Q00462,28_Q00462_809_1.jpg,28_Q00462_809_2.jpg,28_Q00462_809_3.jpg,,,,,,,,,,,,
5279,I'm looking for InuYasha fan forums and websites.,F0700,28,inuyasha,would you like to see inuyasha manga,I'm definitely interested in exploring some specific content related to the series.,Q03855,28_Q03855_864_1.jpg,28_Q03855_864_2.jpg,28_Q03855_864_3.jpg,are you interested in a certain inuyasha character,I don't think so. I'm just looking for fan sites.,Q00077,28_Q00077_1365_1.jpg,28_Q00077_1365_2.jpg,28_Q00077_1365_3.jpg,,,,,,,,,,,,
5280,I'm looking for InuYasha fan forums and websites.,F0700,28,inuyasha,are you interested in a certain inuyasha character,"I'm exploring my options related to InuYasha, but I haven't settled on any particular direction yet.",Q00077,28_Q00077_1365_1.jpg,28_Q00077_1365_2.jpg,28_Q00077_1365_3.jpg,are you looking for specific fanrelated information,"Yes, specifically forums and websites about InuYasha.",Q01024,28_Q01024_27_1.jpg,28_Q01024_27_2.jpg,28_Q01024_27_3.jpg,,,,,,,,,,,,
5281,Find music from the InuYasha television series.,F0701,28,inuyasha,Do you want to see characters from Inuyasha?,I'm more interested in exploring the music from the series rather than the characters themselves.,Q05145,28_Q05145_1203_1.jpg,28_Q05145_1203_2.jpg,28_Q05145_1203_3.jpg,would you like to know more about the inuyasha illustrator and writer,not important to me but the music from the InuYasha television series.,Q03551,28_Q03551_1942_1.jpg,28_Q03551_1942_2.jpg,28_Q03551_1942_3.jpg,,,,,,,,,,,,
5282,Find music from the InuYasha television series.,F0701,28,inuyasha,Are you referring to the main character of Inuyasha?,"I'm interested in a specific aspect of the series, but I might not be ready to share all the details.",Q05147,28_Q05147_1205_1.jpg,28_Q05147_1205_2.jpg,28_Q05147_1205_3.jpg,Are you interested in covers of Inuyasha?,"No, i want music from the series",Q05146,28_Q05146_1204_1.jpg,28_Q05146_1204_2.jpg,28_Q05146_1204_3.jpg,,,,,,,,,,,,
5283,Find music from the InuYasha television series.,F0701,28,inuyasha,how would you like to watch inuyasha episodes,I'm primarily interested in exploring music related to the series.,Q02553,28_Q02553_1797_1.jpg,28_Q02553_1797_2.jpg,28_Q02553_1797_3.jpg,which episodes of inuyasha would you like to see,I'm looking for music from the series in general.,Q03022,28_Q03022_2296_1.jpg,28_Q03022_2296_2.jpg,28_Q03022_2296_3.jpg,,,,,,,,,,,,
5284,Find music from the InuYasha television series.,F0701,28,inuyasha,are you interested in inuyasha cosplay,I'm more focused on exploring music related to the series right now.,Q00252,28_Q00252_720_1.jpg,28_Q00252_720_2.jpg,28_Q00252_720_3.jpg,are you interested in a specific season of inuyasha,Unless you're looking for music from the Inuyasha television series.,Q00116,28_Q00116_2928_1.jpg,28_Q00116_2928_2.jpg,28_Q00116_2928_3.jpg,,,,,,,,,,,,
5285,Find music from the InuYasha television series.,F0701,28,inuyasha,are you looking for any specific pictures,I'm more interested in exploring audio from a specific show rather than visuals.,Q00750,28_Q00750_3476_1.jpg,28_Q00750_3476_2.jpg,28_Q00750_3476_3.jpg,are you interested in inuyasha wiki activity,I want music from the series.,Q00253,28_Q00253_528_1.jpg,28_Q00253_528_2.jpg,28_Q00253_528_3.jpg,,,,,,,,,,,,
5286,Find music from the InuYasha television series.,F0701,28,inuyasha,are you interested in the years inuyasha was shown in tv,I'm mostly interested in exploring the music associated with the series.,Q00514,28_Q00514_225_1.jpg,28_Q00514_225_2.jpg,28_Q00514_225_3.jpg,are you looking for specific fanrelated information,No.,Q01024,28_Q01024_27_1.jpg,28_Q01024_27_2.jpg,28_Q01024_27_3.jpg,,,,,,,,,,,,
5287,Find music from the InuYasha television series.,F0701,28,inuyasha,Are you referring to the main character of Inuyasha?,I want to explore the music associated with it.,Q05147,28_Q05147_1205_1.jpg,28_Q05147_1205_2.jpg,28_Q05147_1205_3.jpg,are you looking for any specific pictures,"no I'm not looking for pictures, I'm looking for music",Q00750,28_Q00750_3476_1.jpg,28_Q00750_3476_2.jpg,28_Q00750_3476_3.jpg,,,,,,,,,,,,
5288,What is a ketogenic diet?,F0703,281,ketogenic diet,would you like to try some ketogenic feet recipes,"I’m open to exploring some recipes, but I don’t have much knowledge about the ketogenic diet yet.",Q03919,281_Q03919_3535_1.jpg,281_Q03919_3535_2.jpg,281_Q03919_3535_3.jpg,Are you looking for ketogenic diet recipes?,"No, I just want to know what the diet is.",Q05214,281_Q05214_1272_1.jpg,281_Q05214_1272_2.jpg,281_Q05214_1272_3.jpg,,,,,,,,,,,,
5289,What is a ketogenic diet?,F0703,281,ketogenic diet,would you like to try some ketogenic feet recipes,"I'm not very familiar with ketogenic diets, but I'm open to learning about different options.",Q03919,281_Q03919_3535_1.jpg,281_Q03919_3535_2.jpg,281_Q03919_3535_3.jpg,Are you looking for ketogenic diet recipes?,"No, I just want to know what the diet is.",Q05214,281_Q05214_1272_1.jpg,281_Q05214_1272_2.jpg,281_Q05214_1272_3.jpg,,,,,,,,,,,,
5290,What is a ketogenic diet?,F0703,281,ketogenic diet,do you want to know how to start the feet,"I'm not sure about starting that specific aspect, but I can share some general information about the diet itself.",Q02099,281_Q02099_3455_1.jpg,281_Q02099_3455_2.jpg,281_Q02099_3455_3.jpg,Are you looking for ketogenic diet recipes?,"No, I just want to know what the diet is.",Q05214,281_Q05214_1272_1.jpg,281_Q05214_1272_2.jpg,281_Q05214_1272_3.jpg,,,,,,,,,,,,
5291,Find recipes for a ketogenic diet,F0704,281,ketogenic diet,would you like to know which foods to stay away from on a ketogenic feet,"I'm interested in some dietary options, but I'm not completely sure about all the specifics yet.",Q03718,281_Q03718_2092_1.jpg,281_Q03718_2092_2.jpg,281_Q03718_2092_3.jpg,Are you looking for ketogenic diet recipes?,"Yes, show recipes.",Q05214,281_Q05214_1272_1.jpg,281_Q05214_1272_2.jpg,281_Q05214_1272_3.jpg,,,,,,,,,,,,
5292,Find recipes for a ketogenic diet,F0704,281,ketogenic diet,do you want to know what foods you swould avoid while on this feet,I'm interested in exploring specific meal options and recipes that align with my dietary preferences.,Q02281,281_Q02281_1419_1.jpg,281_Q02281_1419_2.jpg,281_Q02281_1419_3.jpg,do you want to learn more about the foods you swould eat,I want to see recipes that fit in this diet.,Q02388,281_Q02388_1472_1.jpg,281_Q02388_1472_2.jpg,281_Q02388_1472_3.jpg,,,,,,,,,,,,
5293,Find recipes for a ketogenic diet,F0704,281,ketogenic diet,would you like to know which foods to stay away from on a ketogenic feet,"I'm uncertain about that aspect, but I am curious about the overall dietary approach.",Q03718,281_Q03718_2092_1.jpg,281_Q03718_2092_2.jpg,281_Q03718_2092_3.jpg,Are you looking for ketogenic diet recipes?,"Yes, show recipes.",Q05214,281_Q05214_1272_1.jpg,281_Q05214_1272_2.jpg,281_Q05214_1272_3.jpg,,,,,,,,,,,,
5294,Find recipes for a ketogenic diet,F0704,281,ketogenic diet,would you like to know which foods to stay away from on a ketogenic feet,I'm not entirely sure about all the specifics yet.,Q03718,281_Q03718_2092_1.jpg,281_Q03718_2092_2.jpg,281_Q03718_2092_3.jpg,Are you looking for ketogenic diet recipes?,"Yes, show recipes.",Q05214,281_Q05214_1272_1.jpg,281_Q05214_1272_2.jpg,281_Q05214_1272_3.jpg,,,,,,,,,,,,
5295,What are the side effects of a ketogenic diet?,F0705,281,ketogenic diet,Are you looking for ketogenic diet recipes?,"I have some questions about the diet and its effects, but I'm not really interested in recipes at the moment.",Q05214,281_Q05214_1272_1.jpg,281_Q05214_1272_2.jpg,281_Q05214_1272_3.jpg,are you interested in the benefits of a ketogenic feet,"No, the opposite actually. I want to know about their side effects.",Q00408,281_Q00408_1840_1.jpg,281_Q00408_1840_2.jpg,281_Q00408_1840_3.jpg,,,,,,,,,,,,
5296,What are the side effects of a ketogenic diet?,F0705,281,ketogenic diet,do you want to know how to start the feet,I’m primarily interested in understanding more about the potential effects of a specific dietary approach.,Q02099,281_Q02099_3455_1.jpg,281_Q02099_3455_2.jpg,281_Q02099_3455_3.jpg,do you want to know what ketones are,No.,Q02286,281_Q02286_1346_1.jpg,281_Q02286_1346_2.jpg,281_Q02286_1346_3.jpg,,,,,,,,,,,,
5297,What are the side effects of a ketogenic diet?,F0705,281,ketogenic diet,Are you looking for ketogenic diet recipes?,"I'm not specifically looking for recipes, but I am interested in understanding more about the diet itself and its effects.",Q05214,281_Q05214_1272_1.jpg,281_Q05214_1272_2.jpg,281_Q05214_1272_3.jpg,Are you interested in potential dangers of a ketogenic diet?,"yes, please tell me all about it",Q05215,281_Q05215_1273_1.jpg,281_Q05215_1273_2.jpg,281_Q05215_1273_3.jpg,,,,,,,,,,,,
5298,What are the side effects of a ketogenic diet?,F0705,281,ketogenic diet,do you want to know how to lose weight,"I'm interested in understanding the potential impacts of dietary changes, but I have some specific aspects in mind.",Q02092,281_Q02092_3909_1.jpg,281_Q02092_3909_2.jpg,281_Q02092_3909_3.jpg,do you want to know how to start the feet,No. I would like to know the side effects of a ketogenic diet.,Q02099,281_Q02099_3455_1.jpg,281_Q02099_3455_2.jpg,281_Q02099_3455_3.jpg,,,,,,,,,,,,
5299,What are the side effects of a ketogenic diet?,F0705,281,ketogenic diet,do you want to know how to lose weight,I'm interested in understanding more about potential health impacts.,Q02092,281_Q02092_3909_1.jpg,281_Q02092_3909_2.jpg,281_Q02092_3909_3.jpg,do you want to know how to start the feet,No. I would like to know the side effects of a ketogenic diet.,Q02099,281_Q02099_3455_1.jpg,281_Q02099_3455_2.jpg,281_Q02099_3455_3.jpg,,,,,,,,,,,,
5300,How does a ketogenic diet help with epilepsy?,F0706,281,ketogenic diet,Are you interested in potential dangers of a ketogenic diet?,I’m more curious about the benefits and effects of the ketogenic diet rather than its potential dangers.,Q05215,281_Q05215_1273_1.jpg,281_Q05215_1273_2.jpg,281_Q05215_1273_3.jpg,Are you interested in how healthy a ketogenic diet is?,"yes, I want to know how it helps epilepsy",Q05213,281_Q05213_1271_1.jpg,281_Q05213_1271_2.jpg,281_Q05213_1271_3.jpg,,,,,,,,,,,,
5301,How does a ketogenic diet help with weight loss?,F0707,281,ketogenic diet,are you interested in the benefits of a ketogenic feet,I'm exploring different dietary options and their potential effects on weight.,Q00408,281_Q00408_1840_1.jpg,281_Q00408_1840_2.jpg,281_Q00408_1840_3.jpg,Are you looking for ketogenic diet recipes?,No. I wanted to know how a ketogenic diet helps with weight loss.,Q05214,281_Q05214_1272_1.jpg,281_Q05214_1272_2.jpg,281_Q05214_1272_3.jpg,,,,,,,,,,,,
5302,How does a ketogenic diet help with weight loss?,F0707,281,ketogenic diet,do you want to know about potential health problems associated with it,"Well, I’m curious about various aspects, but I’m still exploring the broader context.",Q01985,281_Q01985_2323_1.jpg,281_Q01985_2323_2.jpg,281_Q01985_2323_3.jpg,Are you looking for ketogenic diet recipes?,No. I wanted to know how a ketogenic diet helps with weight loss.,Q05214,281_Q05214_1272_1.jpg,281_Q05214_1272_2.jpg,281_Q05214_1272_3.jpg,,,,,,,,,,,,
5303,How does a ketogenic diet help with weight loss?,F0707,281,ketogenic diet,are you interested in the benefits of a ketogenic feet,"I'm exploring different dietary options and their effects, but I'm not fully committed to one just yet.",Q00408,281_Q00408_1840_1.jpg,281_Q00408_1840_2.jpg,281_Q00408_1840_3.jpg,Are you interested in how healthy a ketogenic diet is?,"Yes, but specifically as related to weight loss. How does it help with that?",Q05213,281_Q05213_1271_1.jpg,281_Q05213_1271_2.jpg,281_Q05213_1271_3.jpg,,,,,,,,,,,,
5304,How does a ketogenic diet help with weight loss?,F0707,281,ketogenic diet,do you want to know about potential health problems associated with it,I have some interest in exploring the benefits and implications of different diets but I'm not entirely sure about all the details yet.,Q01985,281_Q01985_2323_1.jpg,281_Q01985_2323_2.jpg,281_Q01985_2323_3.jpg,Are you looking for ketogenic diet recipes?,No. I wanted to know how a ketogenic diet helps with weight loss.,Q05214,281_Q05214_1272_1.jpg,281_Q05214_1272_2.jpg,281_Q05214_1272_3.jpg,,,,,,,,,,,,
5305,How does a ketogenic diet help with weight loss?,F0707,281,ketogenic diet,are you interested in the benefits of a ketogenic feet,"I'm exploring different dietary options and their effects, but I'm not solely focused on one specific type right now.",Q00408,281_Q00408_1840_1.jpg,281_Q00408_1840_2.jpg,281_Q00408_1840_3.jpg,Are you looking for ketogenic diet recipes?,No. I wanted to know how a ketogenic diet helps with weight loss.,Q05214,281_Q05214_1272_1.jpg,281_Q05214_1272_2.jpg,281_Q05214_1272_3.jpg,,,,,,,,,,,,
5306,How does a ketogenic diet help with weight loss?,F0707,281,ketogenic diet,do you need to read the rules of a ketogenic feet,I'm primarily interested in understanding the benefits of a ketogenic diet for weight loss.,Q01735,281_Q01735_3910_1.jpg,281_Q01735_3910_2.jpg,281_Q01735_3910_3.jpg,do you want to know what foods you swould avoid while on this feet,That 7 day diet plan looks good. I need an explanation of how the diet actually helps me lose weight.,Q02281,281_Q02281_1419_1.jpg,281_Q02281_1419_2.jpg,281_Q02281_1419_3.jpg,,,,,,,,,,,,
5307,Find a ketogenic diet food list.,F0708,281,ketogenic diet,would you like to try some ketogenic feet recipes,"I’m not interested in recipes at the moment, but I am exploring food options.",Q03919,281_Q03919_3535_1.jpg,281_Q03919_3535_2.jpg,281_Q03919_3535_3.jpg,would you like to know which foods to stay away from on a ketogenic feet,No. I want to find a list of ketogenic diet foods.,Q03718,281_Q03718_2092_1.jpg,281_Q03718_2092_2.jpg,281_Q03718_2092_3.jpg,,,,,,,,,,,,
5308,Find a ketogenic diet food list.,F0708,281,ketogenic diet,would you like to try some ketogenic feet recipes,"I'm not interested in recipes, but I do have some dietary preferences I'm considering.",Q03919,281_Q03919_3535_1.jpg,281_Q03919_3535_2.jpg,281_Q03919_3535_3.jpg,do you need to read the rules of a ketogenic feet,I'm looking for lists of foods I can have on a ketogenic diet like the one on the left.,Q01735,281_Q01735_3910_1.jpg,281_Q01735_3910_2.jpg,281_Q01735_3910_3.jpg,,,,,,,,,,,,
5309,Find a ketogenic diet food list.,F0708,281,ketogenic diet,do you want to know how to lose weight,"I'm exploring some dietary options, but I'm not completely set on anything just yet.",Q02092,281_Q02092_3909_1.jpg,281_Q02092_3909_2.jpg,281_Q02092_3909_3.jpg,do you want to know about potential health problems associated with it,No. I'm not worried about that.  I want to know what all I can eat on the diet.,Q01985,281_Q01985_2323_1.jpg,281_Q01985_2323_2.jpg,281_Q01985_2323_3.jpg,,,,,,,,,,,,
5310,Find a ketogenic diet food list.,F0708,281,ketogenic diet,do you want to know how to lose weight,I have an interest in a specific type of diet that could be beneficial.,Q02092,281_Q02092_3909_1.jpg,281_Q02092_3909_2.jpg,281_Q02092_3909_3.jpg,do you want to know about potential health problems associated with it,No. I'm not worried about that.  I want to know what all I can eat on the diet.,Q01985,281_Q01985_2323_1.jpg,281_Q01985_2323_2.jpg,281_Q01985_2323_3.jpg,,,,,,,,,,,,
5311,Find a ketogenic diet food list.,F0708,281,ketogenic diet,are you interested in the benefits of a ketogenic feet,"I'm mainly looking into certain dietary options, but I'm not keen on discussing the broader benefits right now.",Q00408,281_Q00408_1840_1.jpg,281_Q00408_1840_2.jpg,281_Q00408_1840_3.jpg,do you want more information on low carb feets,"Yes, but i also want a list of ketogenic diet foods",Q01847,281_Q01847_3035_1.jpg,281_Q01847_3035_2.jpg,281_Q01847_3035_3.jpg,,,,,,,,,,,,
5312,What interplanetary missions has NASA implemented or has planned?,F0709,282,nasa interplanetary missions,are you referring to past missions,"I’m not quite sure about the past missions, but I do have an interest in interplanetary exploration.",Q01238,282_Q01238_1670_1.jpg,282_Q01238_1670_2.jpg,282_Q01238_1670_3.jpg,are you interested in movie with interplanetary missions,No.,Q00327,282_Q00327_3644_1.jpg,282_Q00327_3644_2.jpg,282_Q00327_3644_3.jpg,,,,,,,,,,,,
5313,What interplanetary missions has NASA implemented or has planned?,F0709,282,nasa interplanetary missions,are you interested in movie with interplanetary missions,"I am curious about space exploration and missions, but I'm not specifically interested in movies related to it.",Q00327,282_Q00327_3644_1.jpg,282_Q00327_3644_2.jpg,282_Q00327_3644_3.jpg,are you wondering about which spacecraft have reached other planets,I actually want to know about which interplanetary missions NASA has implemented or is planning to do.,Q01431,282_Q01431_946_1.jpg,282_Q01431_946_2.jpg,282_Q01431_946_3.jpg,,,,,,,,,,,,
5314,What interplanetary missions has NASA implemented or has planned?,F0709,282,nasa interplanetary missions,are you referring to past missions,"I have some interest in the topic, but I'm not entirely clear on what you're asking.",Q01238,282_Q01238_1670_1.jpg,282_Q01238_1670_2.jpg,282_Q01238_1670_3.jpg,are you interested in movie with interplanetary missions,"No, I'm wondering what interplanetary missions NASA has implemented or has planned for the future.",Q00327,282_Q00327_3644_1.jpg,282_Q00327_3644_2.jpg,282_Q00327_3644_3.jpg,,,,,,,,,,,,
5315,Where can I go on a hay ride in Pennsylvania?,F0710,283,hayrides in pa,Would you like to see corn mazes?,"I’m interested in experiencing some outdoor activities, but I'm not particularly into corn mazes at the moment.",Q04375,283_Q04375_433_1.jpg,283_Q04375_433_2.jpg,283_Q04375_433_3.jpg,what price range are you looking at for a hayride in pennsylvania,"I don't know, I'm just interested on where I can  go on a hay ride in Pennsylvania",Q02861,283_Q02861_2795_1.jpg,283_Q02861_2795_2.jpg,283_Q02861_2795_3.jpg,,,,,,,,,,,,
5316,Where can I go on a hay ride in Pennsylvania?,F0710,283,hayrides in pa,are you interested in a specific area in pennsylvania for hayrides,I'm open to different options but haven't narrowed it down to a specific location.,Q00104,283_Q00104_610_1.jpg,283_Q00104_610_2.jpg,283_Q00104_610_3.jpg,Are you wanting to see images of hayrides in PA?,"No, I want to go on a hayride in Pennsylvania. Where can I find a hayride?",Q04370,283_Q04370_428_1.jpg,283_Q04370_428_2.jpg,283_Q04370_428_3.jpg,,,,,,,,,,,,
5317,Where can I go on a hay ride in Pennsylvania?,F0710,283,hayrides in pa,Would you like to see corn mazes?,"I'm open to exploring different activities, but that's not my main focus right now.",Q04375,283_Q04375_433_1.jpg,283_Q04375_433_2.jpg,283_Q04375_433_3.jpg,are you interested in a specific area in pennsylvania for hayrides,anywhere in pa is fine,Q00104,283_Q00104_610_1.jpg,283_Q00104_610_2.jpg,283_Q00104_610_3.jpg,,,,,,,,,,,,
5318,Where can I go on a hay ride in Pennsylvania?,F0710,283,hayrides in pa,Would you like to see corn mazes?,I'm exploring options for enjoyable outdoor activities in the area.,Q04375,283_Q04375_433_1.jpg,283_Q04375_433_2.jpg,283_Q04375_433_3.jpg,what price range are you looking at for a hayride in pennsylvania,"I don't know, I'm just interested on where I can  go on a hay ride in Pennsylvania",Q02861,283_Q02861_2795_1.jpg,283_Q02861_2795_2.jpg,283_Q02861_2795_3.jpg,,,,,,,,,,,,
5319,Where can I go on a hay ride in Pennsylvania?,F0710,283,hayrides in pa,are you interested in a specific area in pennsylvania for hayrides,I'm exploring options for a fun outdoor activity in Pennsylvania.,Q00104,283_Q00104_610_1.jpg,283_Q00104_610_2.jpg,283_Q00104_610_3.jpg,Are you wanting to see images of hayrides in PA?,"No, I want to go on a hayride in Pennsylvania. Where can I find a hayride?",Q04370,283_Q04370_428_1.jpg,283_Q04370_428_2.jpg,283_Q04370_428_3.jpg,,,,,,,,,,,,
5320,What are the best places to find morel mushrooms growing?,F0711,284,where to find morel mushrooms,are you a collector,"I'm exploring different locations where they might be growing, but I'm not specifically collecting them myself.",Q00023,284_Q00023_3858_1.jpg,284_Q00023_3858_2.jpg,284_Q00023_3858_3.jpg,Would you like to see a map of growth?,"Yes, I want to know where they grow the most, like the map on the right.",Q04490,284_Q04490_548_1.jpg,284_Q04490_548_2.jpg,284_Q04490_548_3.jpg,,,,,,,,,,,,
5321,What are the best places to find morel mushrooms growing?,F0711,284,where to find morel mushrooms,Would you like to see what morel mushrooms look like?,"I find those images intriguing, but right now I'm more interested in discovering potential locations for morel mushrooms.",Q04489,284_Q04489_547_1.jpg,284_Q04489_547_2.jpg,284_Q04489_547_3.jpg,Are you looking for safety tips for where to find morel mushrooms?,That's helpful. But I really want to know about where to find morel mushrooms.,Q04488,284_Q04488_546_1.jpg,284_Q04488_546_2.jpg,284_Q04488_546_3.jpg,,,,,,,,,,,,
5322,What are the symptoms of a magnesium deficiency?,F0713,285,magnesium rich foods,Do you want to see what magnesium is?,I'm interested in understanding the implications of not having enough magnesium in the body.,Q04740,285_Q04740_798_1.jpg,285_Q04740_798_2.jpg,285_Q04740_798_3.jpg,do you want to look at foods besides fruits and vegetables that are high in magnesium,No I want to know the symptoms of magnesium deficiency.,Q02397,285_Q02397_1209_1.jpg,285_Q02397_1209_2.jpg,285_Q02397_1209_3.jpg,,,,,,,,,,,,
5323,What are the symptoms of a magnesium deficiency?,F0713,285,magnesium rich foods,would you like to know about magnesium rich foods that are kid friendly,"I have some curiosity about different dietary options, but that's not my main focus right now.",Q03398,285_Q03398_2971_1.jpg,285_Q03398_2971_2.jpg,285_Q03398_2971_3.jpg,Do you want to see options?,How do i know if i need magnesium?,Q04738,285_Q04738_796_1.jpg,285_Q04738_796_2.jpg,285_Q04738_796_3.jpg,,,,,,,,,,,,
