id,facet,facet_id,topic_id,topic,question1,answer1,id_1,image1_1,image1_2,image1_3,question2,answer2,id_2,image2_1,image2_2,image2_3,question3,answer3,id_3,image3_1,image3_2,image3_3,question4,answer4,id_4,image4_1,image4_2,image4_3
1494,Is pink slime used in school lunches?,F0764,299,pink slime in ground beef,are you searching for possible health effects of this product,"No, I am not interested in that topic.  ",Q01310,299_Q01310_2581_1.jpg,299_Q01310_2581_2.jpg,299_Q01310_2581_3.jpg,are you looking for companies that use this as an ingredient,"No, that is not what I am looking for.",Q00783,299_Q00783_3605_1.jpg,299_Q00783_3605_2.jpg,299_Q00783_3605_3.jpg,do you want to know the health concerns of pink slime in ground beef,I want to know if there's something specific in the second and third picture related to school lunches.,Q02205,299_Q02205_2307_1.jpg,299_Q02205_2307_2.jpg,299_Q02205_2307_3.jpg,would you like to see the usda guidelines regarding pink slime in ground beef,"No, I want to know if it's used in school lunches.",Q03906,299_Q03906_391_1.jpg,299_Q03906_391_2.jpg,299_Q03906_391_3.jpg
1495,Is pink slime used in school lunches?,F0764,299,pink slime in ground beef,Would you like to see infographics opposing pink slime?,"No, that's not something I'm interested in.  ",Q04756,299_Q04756_814_1.jpg,299_Q04756_814_2.jpg,299_Q04756_814_3.jpg,are you wondering if mcdonalds has pink slime in their ground beef,"No, that's not a concern for me.",Q01438,299_Q01438_1829_1.jpg,299_Q01438_1829_2.jpg,299_Q01438_1829_3.jpg,would you like to see videos on how its made,I'm interested in understanding more about its use in school lunches.,Q03911,299_Q03911_1586_1.jpg,299_Q03911_1586_2.jpg,299_Q03911_1586_3.jpg,"Are you referring to packaged ground beef, preformed groundbeef patties, meat counter ground beef or something else?","no, I'm interested to know if pink slime is used in school lunches",Q04759,299_Q04759_817_1.jpg,299_Q04759_817_2.jpg,299_Q04759_817_3.jpg
1496,Is pink slime used in school lunches?,F0764,299,pink slime in ground beef,would you be interested to know if the uk has pink slime in their ground beef,"No, I’m not particularly interested in that topic.  ",Q03149,299_Q03149_681_1.jpg,299_Q03149_681_2.jpg,299_Q03149_681_3.jpg,Would you like to see inforgraphics in support of pink slime in ground beef?,"No, I’m not inclined to explore that further.",Q04755,299_Q04755_813_1.jpg,299_Q04755_813_2.jpg,299_Q04755_813_3.jpg,do you want to know what pink slime in ground beef is made of,I'm not particularly interested in that topic right now.,Q02293,299_Q02293_2647_1.jpg,299_Q02293_2647_2.jpg,299_Q02293_2647_3.jpg,do you want to know what ammonia is used for in pink slime,"No, i'm curious if pink slime is used in school lunches.",Q02265,299_Q02265_1230_1.jpg,299_Q02265_1230_2.jpg,299_Q02265_1230_3.jpg
1497,Is pink slime used in school lunches?,F0764,299,pink slime in ground beef,are you wondering if mcdonalds has pink slime in their ground beef,"No, I don't have any interest in that.  ",Q01438,299_Q01438_1829_1.jpg,299_Q01438_1829_2.jpg,299_Q01438_1829_3.jpg,Would you like to see inforgraphics in support of pink slime in ground beef?,"No, that's not something I'm interested in.",Q04755,299_Q04755_813_1.jpg,299_Q04755_813_2.jpg,299_Q04755_813_3.jpg,Do you want to know what pink slime in ground beef means for consumers?,I'm not really interested in the specifics of that topic at the moment.,Q04760,299_Q04760_818_1.jpg,299_Q04760_818_2.jpg,299_Q04760_818_3.jpg,Would you like to see photos of pink slime ground beef packaging?,No i want to know if pink slime is found in school lunches.,Q04758,299_Q04758_816_1.jpg,299_Q04758_816_2.jpg,299_Q04758_816_3.jpg
1498,Is pink slime used in school lunches?,F0764,299,pink slime in ground beef,Would you like to see infographics opposing pink slime?,"No, that's not something I'm interested in.  ",Q04756,299_Q04756_814_1.jpg,299_Q04756_814_2.jpg,299_Q04756_814_3.jpg,are you wondering if mcdonalds has pink slime in their ground beef,"No, that's not a concern for me.",Q01438,299_Q01438_1829_1.jpg,299_Q01438_1829_2.jpg,299_Q01438_1829_3.jpg,do you want to know what ammonia is used for in pink slime,I'm not particularly interested in the details of its components right now.,Q02265,299_Q02265_1230_1.jpg,299_Q02265_1230_2.jpg,299_Q02265_1230_3.jpg,do you want to know if pink slime used at school canteens,"Yes, I want to know. Is it?",Q02130,299_Q02130_2691_1.jpg,299_Q02130_2691_2.jpg,299_Q02130_2691_3.jpg
1499,Is pink slime used in school lunches?,F0764,299,pink slime in ground beef,Would you like to see infographics opposing pink slime?,"No, that's not something I'm interested in.  ",Q04756,299_Q04756_814_1.jpg,299_Q04756_814_2.jpg,299_Q04756_814_3.jpg,would you be interested to know if the uk has pink slime in their ground beef,"No, that's not a topic I want to explore.",Q03149,299_Q03149_681_1.jpg,299_Q03149_681_2.jpg,299_Q03149_681_3.jpg,would you like to see news reports regarding pink slime in ground beef,That information would be important to me.,Q03863,299_Q03863_2333_1.jpg,299_Q03863_2333_2.jpg,299_Q03863_2333_3.jpg,do you want to see pictures of the pink slime from mcdonalds,i am inteested in knowing if pink slime is used in school lunches,Q02440,299_Q02440_3915_1.jpg,299_Q02440_3915_2.jpg,299_Q02440_3915_3.jpg
1500,Is pink slime used in school lunches?,F0764,299,pink slime in ground beef,do you want to know what a pink slime actually is,"No, I'm not interested in that information.  ",Q02263,299_Q02263_2175_1.jpg,299_Q02263_2175_2.jpg,299_Q02263_2175_3.jpg,do you want to know what ammonia is used for in pink slime,"No, I'm not seeking details about that topic.",Q02265,299_Q02265_1230_1.jpg,299_Q02265_1230_2.jpg,299_Q02265_1230_3.jpg,are you interested in research studies regarding pink slime in ground beef,I'm curious about where this product might be integrated.,Q00375,299_Q00375_307_1.jpg,299_Q00375_307_2.jpg,299_Q00375_307_3.jpg,are you referring to the mcdonalds pink slime,I want to know if this ends up in school lunches.,Q01268,299_Q01268_145_1.jpg,299_Q01268_145_2.jpg,299_Q01268_145_3.jpg
1501,Is pink slime used in school lunches?,F0764,299,pink slime in ground beef,are you searching for possible health effects of this product,"No, that's not something I am interested in.  ",Q01310,299_Q01310_2581_1.jpg,299_Q01310_2581_2.jpg,299_Q01310_2581_3.jpg,Do you want to know what pink slime in ground beef means for consumers?,"No, that's not relevant to my current inquiries.",Q04760,299_Q04760_818_1.jpg,299_Q04760_818_2.jpg,299_Q04760_818_3.jpg,do you want to know if there is an establishment that serves this,"I'm not particularly interested in establishments, but I do have some questions regarding the topic.",Q02135,299_Q02135_2520_1.jpg,299_Q02135_2520_2.jpg,299_Q02135_2520_3.jpg,do you want to know what ammonia is used for in pink slime,"No, i'm curious if pink slime is used in school lunches.",Q02265,299_Q02265_1230_1.jpg,299_Q02265_1230_2.jpg,299_Q02265_1230_3.jpg
1502,Is pink slime used in school lunches?,F0764,299,pink slime in ground beef,Would you like to see infographics opposing pink slime?,"No, that's not something I'm particularly keen on.  ",Q04756,299_Q04756_814_1.jpg,299_Q04756_814_2.jpg,299_Q04756_814_3.jpg,are you interested in the video about pink slime in ground beef,"No, I don't have a desire to explore that topic.",Q00512,299_Q00512_776_1.jpg,299_Q00512_776_2.jpg,299_Q00512_776_3.jpg,"Are you referring to packaged ground beef, preformed groundbeef patties, meat counter ground beef or something else?",I'm not interested in specific types of ground beef at the moment.,Q04759,299_Q04759_817_1.jpg,299_Q04759_817_2.jpg,299_Q04759_817_3.jpg,do you want to know what pink slime in ground beef is made of,"No, I want to know if it is used in school lunches.",Q02293,299_Q02293_2647_1.jpg,299_Q02293_2647_2.jpg,299_Q02293_2647_3.jpg
1503,Is pink slime used in school lunches?,F0764,299,pink slime in ground beef,Would you like to see infographics opposing pink slime?,"No, that's not something I'm particularly curious about.  ",Q04756,299_Q04756_814_1.jpg,299_Q04756_814_2.jpg,299_Q04756_814_3.jpg,would you be interested to know if the uk has pink slime in their ground beef,"No, I don't find that topic relevant to my interests.",Q03149,299_Q03149_681_1.jpg,299_Q03149_681_2.jpg,299_Q03149_681_3.jpg,do you want to see pictures of the pink slime from mcdonalds,I am curious about the usage of a certain ingredient in school meals.,Q02440,299_Q02440_3915_1.jpg,299_Q02440_3915_2.jpg,299_Q02440_3915_3.jpg,"Are you referring to packaged ground beef, preformed groundbeef patties, meat counter ground beef or something else?","I'm asking if pink slime is used specifically in school lunches, so I'm curious about its presence in that context.",Q04759,299_Q04759_817_1.jpg,299_Q04759_817_2.jpg,299_Q04759_817_3.jpg
1504,Is pink slime used in school lunches?,F0764,299,pink slime in ground beef,would you like to see videos on how its made,"No, I’m not interested in learning more about that topic.  ",Q03911,299_Q03911_1586_1.jpg,299_Q03911_1586_2.jpg,299_Q03911_1586_3.jpg,do you want to know what a pink slime actually is,"No, that's not something I'm curious about.",Q02263,299_Q02263_2175_1.jpg,299_Q02263_2175_2.jpg,299_Q02263_2175_3.jpg,do you want to know what pink slime in ground beef is made of,I'm not really interested in those details at the moment.,Q02293,299_Q02293_2647_1.jpg,299_Q02293_2647_2.jpg,299_Q02293_2647_3.jpg,are you looking for companies that use this as an ingredient,"No, I want to know if schools use it.",Q00783,299_Q00783_3605_1.jpg,299_Q00783_3605_2.jpg,299_Q00783_3605_3.jpg
1505,Is pink slime used in school lunches?,F0764,299,pink slime in ground beef,would you like to see videos on how its made,"No, I'm not interested in learning more about that topic.  ",Q03911,299_Q03911_1586_1.jpg,299_Q03911_1586_2.jpg,299_Q03911_1586_3.jpg,do you want to know what ammonia is used for in pink slime,"No, I don't have any interest in that subject.",Q02265,299_Q02265_1230_1.jpg,299_Q02265_1230_2.jpg,299_Q02265_1230_3.jpg,Would you like to see photos of pink slime ground beef packaging?,I’m curious about the contents of school lunches and what’s being served.,Q04758,299_Q04758_816_1.jpg,299_Q04758_816_2.jpg,299_Q04758_816_3.jpg,are you referring to the mcdonalds pink slime,I want to know if this ends up in school lunches.,Q01268,299_Q01268_145_1.jpg,299_Q01268_145_2.jpg,299_Q01268_145_3.jpg
1506,Is pink slime used in school lunches?,F0764,299,pink slime in ground beef,Would you like to see infographics opposing pink slime?,"No, I'm not interested in that topic.  ",Q04756,299_Q04756_814_1.jpg,299_Q04756_814_2.jpg,299_Q04756_814_3.jpg,do you want to see images of it,"No, that's not something I'm looking to explore.",Q02436,299_Q02436_1057_1.jpg,299_Q02436_1057_2.jpg,299_Q02436_1057_3.jpg,do you want to see pictures of the pink slime from mcdonalds,I am curious about a specific ingredient in food served at schools.,Q02440,299_Q02440_3915_1.jpg,299_Q02440_3915_2.jpg,299_Q02440_3915_3.jpg,do you want to know if pink slime used at school canteens,"Yes, I want to know. Is it?",Q02130,299_Q02130_2691_1.jpg,299_Q02130_2691_2.jpg,299_Q02130_2691_3.jpg
1507,Take me to the Container Store homepage.,F0766,3,getting organized,Would you like to see tools to help get organized?,I'm not exploring that option right now.  ,Q05306,3_Q05306_1364_1.jpg,3_Q05306_1364_2.jpg,3_Q05306_1364_3.jpg,do you need tips on diy organizational methods,I'm not seeking that kind of guidance at the moment.,Q01702,3_Q01702_3740_1.jpg,3_Q01702_3740_2.jpg,3_Q01702_3740_3.jpg,what area of your home would you like to organize,I’m more interested in exploring a specific website at the moment.,Q02723,3_Q02723_2927_1.jpg,3_Q02723_2927_2.jpg,3_Q02723_2927_3.jpg,Would you like to see more of getting organized for school?,I want to see the container store homepage,Q05305,3_Q05305_1363_1.jpg,3_Q05305_1363_2.jpg,3_Q05305_1363_3.jpg
1508,Take me to the NIH National Diabetes Education Program homepage.,F0769,30,diabetes education,Would you like to know the symptoms of diabetes,"No, that's not something I'm considering.  ",Q05235,30_Q05235_1293_1.jpg,30_Q05235_1293_2.jpg,30_Q05235_1293_3.jpg,are you searching for prevention tools,"No, that's not part of my current plans.",Q01311,30_Q01311_713_1.jpg,30_Q01311_713_2.jpg,30_Q01311_713_3.jpg,are you wanting to find a class on the education of the disease of diabetes,"I am not specifically looking for classes, but I am interested in information related to diabetes education.",Q01404,30_Q01404_3115_1.jpg,30_Q01404_3115_2.jpg,30_Q01404_3115_3.jpg,who you be interested in becoming a diabetes educator,No. I would like the homepage of the National Diabetes Education Program.,Q03111,30_Q03111_1469_1.jpg,30_Q03111_1469_2.jpg,30_Q03111_1469_3.jpg
1509,I'm looking for nutrition and diet information for diabetics.,F0771,30,diabetes education,are you looking to take a class about diabetes,"No, that's not something I'm focused on.  ",Q01175,30_Q01175_3180_1.jpg,30_Q01175_3180_2.jpg,30_Q01175_3180_3.jpg,Are you interested in any of the following treatment options for diabetes?,"No, I'm not considering that right now.",Q05238,30_Q05238_1296_1.jpg,30_Q05238_1296_2.jpg,30_Q05238_1296_3.jpg,are you searching for prevention tools,I'm primarily interested in nutritional guidelines that cater to specific health conditions.,Q01311,30_Q01311_713_1.jpg,30_Q01311_713_2.jpg,30_Q01311_713_3.jpg,which type of diabetes do you want to learn about,"I'm looking for nutrition and diet information for diabetics, specifically regarding type 1 diabetes.",Q03086,30_Q03086_1651_1.jpg,30_Q03086_1651_2.jpg,30_Q03086_1651_3.jpg
1510,I'm looking for nutrition and diet information for diabetics.,F0771,30,diabetes education,do you want help finding a medical doctor for diabetes education,"1. No, I am not currently looking for that type of assistance.  ",Q01809,30_Q01809_1287_1.jpg,30_Q01809_1287_2.jpg,30_Q01809_1287_3.jpg,Are you interested in any of the following treatment options for diabetes?,"2. No, I do not wish to explore those options right now.",Q05238,30_Q05238_1296_1.jpg,30_Q05238_1296_2.jpg,30_Q05238_1296_3.jpg,Which diabetic symptoms are you experiencing?,I'm interested in learning more about dietary options.,Q05237,30_Q05237_1295_1.jpg,30_Q05237_1295_2.jpg,30_Q05237_1295_3.jpg,are you searching for prevention tools,"No, i'm looking for nutrition and diet information for people who have diabetes.",Q01311,30_Q01311_713_1.jpg,30_Q01311_713_2.jpg,30_Q01311_713_3.jpg
1511,Find information about classic Atari games.,F0776,31,atari,Would you like to see atari parts?,"No, I'm not currently looking for those.  ",Q05563,31_Q05563_1621_1.jpg,31_Q05563_1621_2.jpg,31_Q05563_1621_3.jpg,are you interested in classic atari games or current atari games,"No, I prefer to focus on other topics.",Q00171,31_Q00171_2272_1.jpg,31_Q00171_2272_2.jpg,31_Q00171_2272_3.jpg,are you interested in buying a new atari game console,I'm primarily interested in learning more about the classic gaming experience.,Q00162,31_Q00162_1301_1.jpg,31_Q00162_1301_2.jpg,31_Q00162_1301_3.jpg,"Would you like to know about the atari flashback, the world's smallest atari, the computer video game console, or some other atari?",I'm interested in finding information about classic Atari games.,Q05559,31_Q05559_1617_1.jpg,31_Q05559_1617_2.jpg,31_Q05559_1617_3.jpg
1512,Find information about classic Atari games.,F0776,31,atari,which atari computer system would you like to know about,"No, I'm not looking for information about that right now.  ",Q03009,31_Q03009_1190_1.jpg,31_Q03009_1190_2.jpg,31_Q03009_1190_3.jpg,are you interested in buying a new atari game console,"No, that's not something I'm considering at the moment.",Q00162,31_Q00162_1301_1.jpg,31_Q00162_1301_2.jpg,31_Q00162_1301_3.jpg,are you interested in playing online games,I have a keen interest in exploring their games.,Q00347,31_Q00347_3602_1.jpg,31_Q00347_3602_2.jpg,31_Q00347_3602_3.jpg,"Would you like to know about the atari flashback, the world's smallest atari, the computer video game console, or some other atari?",I'm interested in finding information about classic Atari games.,Q05559,31_Q05559_1617_1.jpg,31_Q05559_1617_2.jpg,31_Q05559_1617_3.jpg
1513,Find information about Atari arcade games.,F0777,31,atari,which atari game system would you like to know about,"1. No, I’m not interested in that right now.  ",Q03011,31_Q03011_3840_1.jpg,31_Q03011_3840_2.jpg,31_Q03011_3840_3.jpg,do you want to purchase an atari game,"2. No, that's not something I'm looking to do.",Q02410,31_Q02410_1310_1.jpg,31_Q02410_1310_2.jpg,31_Q02410_1310_3.jpg,are you interested in atari 2600,I'm more interested in other aspects of arcade gaming rather than just the Atari 2600 right now.,Q00144,31_Q00144_219_1.jpg,31_Q00144_219_2.jpg,31_Q00144_219_3.jpg,Would you like to see atari games?,"Sure, I would love to see some Atari arcade games, as I'm trying to find information about them.",Q05561,31_Q05561_1619_1.jpg,31_Q05561_1619_2.jpg,31_Q05561_1619_3.jpg
1514,What are the cheapest web hosting companies? Who offers free web hosting?,F0778,32,website design hosting,Are you searching for website design hosting that is free?,"No, that's not something I'm considering at the moment.  ",Q05526,32_Q05526_1584_1.jpg,32_Q05526_1584_2.jpg,32_Q05526_1584_3.jpg,what aspect of website desgin hosting are you interested in,"No, I don't have any particular preferences in mind.",Q02729,32_Q02729_3460_1.jpg,32_Q02729_3460_2.jpg,32_Q02729_3460_3.jpg,Are you looking for templates of website design hosting?,I’m interested in finding affordable options for web hosting.,Q05527,32_Q05527_1585_1.jpg,32_Q05527_1585_2.jpg,32_Q05527_1585_3.jpg,what price range are you looking for,I am looking for the cheapest web hosting companies and I would also like to know who offers free web hosting options.,Q02862,32_Q02862_658_1.jpg,32_Q02862_658_2.jpg,32_Q02862_658_3.jpg
1515,What are the cheapest web hosting companies? Who offers free web hosting?,F0778,32,website design hosting,are you looking for someone to design a site for you or a site that allows you to do it yourself,"No, I prefer to manage my own site without relying on external help.  ",Q01021,32_Q01021_1524_1.jpg,32_Q01021_1524_2.jpg,32_Q01021_1524_3.jpg,what aspect of website desgin hosting are you interested in,"No, I'm not particularly focused on the design aspect right now.",Q02729,32_Q02729_3460_1.jpg,32_Q02729_3460_2.jpg,32_Q02729_3460_3.jpg,are you interested in paid services,I'm primarily exploring options that don't require payment.,Q00343,32_Q00343_473_1.jpg,32_Q00343_473_2.jpg,32_Q00343_473_3.jpg,what price range are you looking for,I'm looking for the cheapest web hosting companies or options that offer free web hosting.,Q02862,32_Q02862_658_1.jpg,32_Q02862_658_2.jpg,32_Q02862_658_3.jpg
1516,Where can I register a domain name?,F0779,32,website design hosting,is it for a blog or for online retail,"No, I don’t require that information at the moment.  ",Q02576,32_Q02576_3832_1.jpg,32_Q02576_3832_2.jpg,32_Q02576_3832_3.jpg,do you need a tool to design the site,"No, I am not looking for that right now.",Q01592,32_Q01592_2534_1.jpg,32_Q01592_2534_2.jpg,32_Q01592_2534_3.jpg,how much are you willing to spend monthly for hosting,"I have a specific budget in mind for my online presence, but I'm still exploring my options.",Q02533,32_Q02533_2227_1.jpg,32_Q02533_2227_2.jpg,32_Q02533_2227_3.jpg,do you want to compare prices for website hosting and design,"No, i want to know where to register a domain name.",Q01922,32_Q01922_719_1.jpg,32_Q01922_719_2.jpg,32_Q01922_719_3.jpg
1517,Where can I register a domain name?,F0779,32,website design hosting,do you need a tool to design the site,No.  ,Q01592,32_Q01592_2534_1.jpg,32_Q01592_2534_2.jpg,32_Q01592_2534_3.jpg,are you interested in free websites or would you like your own domain,I'm not considering that at the moment.,Q00210,32_Q00210_2379_1.jpg,32_Q00210_2379_2.jpg,32_Q00210_2379_3.jpg,do you want to compare prices for website hosting and design,I'm not interested in comparing those options at the moment.,Q01922,32_Q01922_719_1.jpg,32_Q01922_719_2.jpg,32_Q01922_719_3.jpg,would you like to take some courses on web design,Tell me about registering a domain name.,Q03917,32_Q03917_3504_1.jpg,32_Q03917_3504_2.jpg,32_Q03917_3504_3.jpg
1518,Where can I register a domain name?,F0779,32,website design hosting,is it for a blog or for online retail,"No, I'm not considering that option.  ",Q02576,32_Q02576_3832_1.jpg,32_Q02576_3832_2.jpg,32_Q02576_3832_3.jpg,Are you searching for website design hosting that is free?,"No, that's not what I'm looking for.",Q05526,32_Q05526_1584_1.jpg,32_Q05526_1584_2.jpg,32_Q05526_1584_3.jpg,do you want to compare prices for website hosting and design,I’m primarily interested in registering a domain name at this time.,Q01922,32_Q01922_719_1.jpg,32_Q01922_719_2.jpg,32_Q01922_719_3.jpg,Were you looking for website design hosting packages?,I'm looking for a variety of places I can register a domain name.,Q05525,32_Q05525_1583_1.jpg,32_Q05525_1583_2.jpg,32_Q05525_1583_3.jpg
1519,Where can I register a domain name?,F0779,32,website design hosting,what are your requirments,I’m not interested in that at the moment.  ,Q02718,32_Q02718_1634_1.jpg,32_Q02718_1634_2.jpg,32_Q02718_1634_3.jpg,is it for a blog or for online retail,I'm not looking to explore options right now.,Q02576,32_Q02576_3832_1.jpg,32_Q02576_3832_2.jpg,32_Q02576_3832_3.jpg,Are you searching for website design hosting that is free?,I’m more interested in exploring options for domain registration at the moment.,Q05526,32_Q05526_1584_1.jpg,32_Q05526_1584_2.jpg,32_Q05526_1584_3.jpg,Are you interested to see website design hosting packages?,Are there any packages that include domain name hosting?,Q05523,32_Q05523_1581_1.jpg,32_Q05523_1581_2.jpg,32_Q05523_1581_3.jpg
1520,I'm looking for information and courses on designing web sites.,F0782,32,website design hosting,Were you looking for website design hosting packages?,"No, that's not what I'm looking for.  ",Q05525,32_Q05525_1583_1.jpg,32_Q05525_1583_2.jpg,32_Q05525_1583_3.jpg,are you interested in paid services,"No, I'm not considering that option.",Q00343,32_Q00343_473_1.jpg,32_Q00343_473_2.jpg,32_Q00343_473_3.jpg,what type of website do you need,I am currently exploring options and would like some broad insights into the web design field.,Q02930,32_Q02930_3478_1.jpg,32_Q02930_3478_2.jpg,32_Q02930_3478_3.jpg,are you interested in free websites or would you like your own domain,"I'm primarily looking for information and courses on designing web sites, so having my own domain would be helpful, but I'm open to discussing free website options as well.",Q00210,32_Q00210_2379_1.jpg,32_Q00210_2379_2.jpg,32_Q00210_2379_3.jpg
1521,I'm looking for information and courses on designing web sites.,F0782,32,website design hosting,Are you interested to see website design hosting packages?,"No, that’s not what I'm looking for right now.  ",Q05523,32_Q05523_1581_1.jpg,32_Q05523_1581_2.jpg,32_Q05523_1581_3.jpg,are you interested in paid services,"No, I prefer to explore different options first.",Q00343,32_Q00343_473_1.jpg,32_Q00343_473_2.jpg,32_Q00343_473_3.jpg,how much are you willing to spend monthly for hosting,I'm interested in gathering information and exploring courses related to website design.,Q02533,32_Q02533_2227_1.jpg,32_Q02533_2227_2.jpg,32_Q02533_2227_3.jpg,would you like to take some courses on web design,"Yes, I would like to take some courses on designing websites to improve my skills.",Q03917,32_Q03917_3504_1.jpg,32_Q03917_3504_2.jpg,32_Q03917_3504_3.jpg
1522,I'm looking for information and courses on designing web sites.,F0782,32,website design hosting,Are you interested to see website design hosting packages?,"No, I'm not considering any options at the moment.  ",Q05523,32_Q05523_1581_1.jpg,32_Q05523_1581_2.jpg,32_Q05523_1581_3.jpg,Are you searching for website design hosting that is free?,"No, I prefer to focus on other priorities right now.",Q05526,32_Q05526_1584_1.jpg,32_Q05526_1584_2.jpg,32_Q05526_1584_3.jpg,do you want to compare prices for website hosting and design,I'm primarily interested in gathering information and exploring options related to website design.,Q01922,32_Q01922_719_1.jpg,32_Q01922_719_2.jpg,32_Q01922_719_3.jpg,is it for a blog or for online retail,It could be both.,Q02576,32_Q02576_3832_1.jpg,32_Q02576_3832_2.jpg,32_Q02576_3832_3.jpg
1523,I'm looking for information and courses on designing web sites.,F0782,32,website design hosting,are you interested in paid services,"No, I am not interested in that.  ",Q00343,32_Q00343_473_1.jpg,32_Q00343_473_2.jpg,32_Q00343_473_3.jpg,Would you like to know what are the best website design and hosting companies?,"No, I'm focused on learning instead.",Q05524,32_Q05524_1582_1.jpg,32_Q05524_1582_2.jpg,32_Q05524_1582_3.jpg,is it for a blog or for online retail,I'm exploring options for different types of websites.,Q02576,32_Q02576_3832_1.jpg,32_Q02576_3832_2.jpg,32_Q02576_3832_3.jpg,do you need a tool to design the site,"Yes, I'm looking for information and courses on designing web sites, so a tool to design the site would be helpful.",Q01592,32_Q01592_2534_1.jpg,32_Q01592_2534_2.jpg,32_Q01592_2534_3.jpg
1524,Where can I buy a used or discounted elliptical trainer?,F0784,33,elliptical trainer,are you looking for a class for elliptical trainer,"No, I’m not interested in that.  ",Q00598,33_Q00598_2521_1.jpg,33_Q00598_2521_2.jpg,33_Q00598_2521_3.jpg,Are you looking for the negatives of elliptical trainers?,"No, I’m not seeking that information.",Q04886,33_Q04886_944_1.jpg,33_Q04886_944_2.jpg,33_Q04885_943_3.jpg,are you looking for benefits of an elliptical trainer vs other fitness machines,I’m mainly interested in finding options for purchasing without considering other fitness machines right now.,Q00766,33_Q00766_936_1.jpg,33_Q00766_936_2.jpg,33_Q00766_936_3.jpg,are you looking for a suitable elliptical machine to use at home,"Yes, I am looking for a suitable elliptical trainer, preferably a used or discounted one, to use at home.",Q00701,33_Q00701_914_1.jpg,33_Q00701_914_2.jpg,33_Q00701_914_3.jpg
1525,What are the benefits of an elliptical trainer compared to other fitness machines?,F0785,33,elliptical trainer,would you like a list of websites that show workouts for elliptical trainers,"No, that's not what I'm interested in at the moment.  ",Q03176,33_Q03176_3264_1.jpg,33_Q03176_3264_2.jpg,33_Q03176_3264_3.jpg,are you looking for a suitable elliptical machine to use at home,"No, that's not something I'm considering right now.",Q00701,33_Q00701_914_1.jpg,33_Q00701_914_2.jpg,33_Q00701_914_3.jpg,Have you considered outdoor elliptical trainers?,I'm exploring various fitness options and weighing their advantages.,Q04889,33_Q04889_947_1.jpg,33_Q04889_947_2.jpg,33_Q04889_947_3.jpg,do you want more information about the benefits of an elliptical trainer,"Yes, I would like to know more about the benefits of an elliptical trainer compared to other fitness machines.",Q01844,33_Q01844_2810_1.jpg,33_Q01844_2810_2.jpg,33_Q01844_2810_3.jpg
1526,What are the best elliptical trainers for home use?,F0786,33,elliptical trainer,are you referring to the machine or person,I'm not interested in discussing machines for home use.  ,Q01267,33_Q01267_3170_1.jpg,33_Q01267_3170_2.jpg,33_Q01267_3170_3.jpg,would you like prices of elliptical trainer,That’s not something I'm looking for right now.,Q03255,33_Q03255_903_1.jpg,33_Q03255_903_2.jpg,33_Q03255_903_3.jpg,Are you looking for one to use at home?,I have a preference for something suitable for personal use at home.,Q04887,33_Q04887_945_1.jpg,33_Q04887_945_2.jpg,33_Q04887_945_3.jpg,is there a specific brand that you would like to know more about,"I'm interested in finding out what the best elliptical trainers for home use are, and if there's a specific brand you recommend.",Q02591,33_Q02591_651_1.jpg,33_Q02591_651_2.jpg,33_Q02591_651_3.jpg
1527,Find information on prepaid cell phones. What companies offer them? What kind of phones are available?,F0788,34,cell phones,are you trying to compare android to ios,"No, I'm not looking for that information.  ",Q01352,34_Q01352_659_1.jpg,34_Q01352_659_2.jpg,34_Q01352_659_3.jpg,what price range of cell phones are you interested in,"No, I'm not focused on that price range.",Q02863,34_Q02863_2661_1.jpg,34_Q02863_2661_2.jpg,34_Q02863_2661_3.jpg,did you want to know what the most popular cell phones are,I have some interest in popular options available.,Q01508,34_Q01508_3144_1.jpg,34_Q01508_3144_2.jpg,34_Q01508_3144_3.jpg,what cell phone apps are you interested in,yes,Q02745,34_Q02745_1404_1.jpg,34_Q02745_1404_2.jpg,34_Q02745_1404_3.jpg
1528,Where can I find information on buying unlocked phones?,F0790,34,cell phones,what cell phone apps are you interested in,I haven't thought about that yet.  ,Q02745,34_Q02745_1404_1.jpg,34_Q02745_1404_2.jpg,34_Q02745_1404_3.jpg,are you interested in a specific brand of cell phone,"Not at this time, thanks.",Q00107,34_Q00107_876_1.jpg,34_Q00107_876_2.jpg,34_Q00107_876_3.jpg,are you looking for a new phone with a specific carrier,"I’m open to various options, but I’m particularly interested in unlocked models.",Q00650,34_Q00650_1366_1.jpg,34_Q00650_1366_2.jpg,34_Q00650_1366_3.jpg,Do you prefer a touch screen cell phone?,No. I am interested in unlocked phones.,Q04459,34_Q04459_517_1.jpg,34_Q04459_517_2.jpg,34_Q04459_517_3.jpg
